morph,abu,code,plant
aran077,1,w1g1p5,ficuhi
aran041,1,w1g1p5,ficuhi
aran011,1,w1g1p5,ficuhi
aran087,1,w1g1p5,ficuhi
aran009,1,w1g1p5,commba
aran090,2,w1g1p5,commba
aran002,1,w1g1p5,commba
aran058,1,w1g1p5,melamu
aran011,2,w1g1p5,melamu
aran090,1,w1g1p5,melamu
aran072,1,w1g1p5,melamu
aran024,1,w1g1p5,melamu
aran006,3,w1g1p5,melamu
aran003,1,w1g1p5,melamu
aran001,1,w1g1p5,piptar
aran009,3,w1g1p5,piptar
aran011,4,w1g1p5,piptar
aran090,1,w1g1p5,piptar
aran086,1,w1g1p5,piptar
aran014,2,w1g1p5,piptar
aran009,11,w1g1p5,trems1
aran087,1,w1g1p5,trems1
aran003,5,w1g1p5,trems1
aran024,6,w1g1p5,trems1
aran011,3,w1g1p5,trems1
aran034,2,w1g1p5,trems1
aran008,1,w1g1p5,trems1
aran104,1,w1g1p5,trems1
aran001,1,w1g1p5,trems1
aran077,1,w1g1p5,trems1
aran073,2,w1g1p5,trems1
aran059,4,w1g1p5,trems1
aran088,2,w1g1p5,trems1
aran078,1,w1g1p5,trems1
aran005,3,w1g1p5,trems1
aran019,2,w1g1p5,trems1
aran061,1,w1g1p5,trems1
aran093,1,w1g1p5,trems1
aran106,1,w1g1p5,trems1
aran080,1,w1g1p5,trems1
aran124,1,w1g3p5,sorgpr
aran001,1,w1g3p5,sorgpr
aran001,3,w1g3p5,piptar
aran011,1,w1g3p5,piptar
aran022,3,w1g3p5,piptar
aran042,1,w1g3p5,piptar
aran040,2,w1g3p5,piptar
aran050,1,w1g3p5,piptar
aran039,1,w1g3p5,piptar
aran046,1,w1g3p5,piptar
aran034,5,w1g3p5,piptar
aran032,2,w1g3p5,piptar
aran083,1,w1g3p5,piptar
aran024,2,w1g3p5,piptar
aran073,2,w1g3p5,piptar
aran071,2,w1g3p5,piptar
aran045,2,w1g3p5,piptar
aran015,1,w1g3p5,piptar
aran026,1,w1g3p5,piptar
aran054,1,w1g3p5,piptar
aran043,3,w1g3p5,piptar
aran125,1,w1g3p5,piptar
aran020,2,w1g3p5,piptar
aran126,1,w1g3p5,piptar
aran051,1,w1g3p5,piptar
aran014,2,w1g3p5,piptar
aran003,1,w1g3p5,piptar
aran006,1,w1g3p5,piptar
aran001,13,w1g3p6,piptar
aran011,3,w1g3p6,piptar
aran034,1,w1g3p6,piptar
aran009,2,w1g3p6,piptar
aran032,11,w1g3p6,piptar
aran090,2,w1g3p6,piptar
aran030,1,w1g3p6,piptar
aran058,1,w1g3p6,piptar
aran059,2,w1g3p6,piptar
aran060,6,w1g3p6,piptar
aran041,1,w1g3p6,piptar
aran077,1,w1g3p6,piptar
aran056,1,w1g3p6,piptar
aran057,2,w1g3p6,piptar
aran014,3,w1g3p6,piptar
aran088,1,w1g3p6,piptar
aran040,2,w1g3p6,piptar
aran072,1,w1g3p6,piptar
aran052,1,w1g3p6,piptar
aran037,1,w1g3p6,piptar
aran036,2,w1g3p6,piptar
aran038,1,w1g3p6,piptar
aran089,2,w1g3p6,piptar
aran100,1,w1g3p6,piptar
aran117,1,w1g3p6,piptar
aran092,1,w1g3p6,piptar
aran127,1,w1g3p6,piptar
aran118,1,w1g3p6,piptar
aran106,2,w1g3p6,piptar
aran038,1,w1g3p6,piptar
aran015,1,w1g3p6,piptar
aran128,1,w1g3p6,piptar
aran059,1,w1g3p6,pipead
aran003,1,w1g3p6,pipead
aran011,2,w1g3p6,macabi
aran032,1,w1g3p6,macabi
aran016,1,w1g3p6,macabi
aran040,2,w1g3p6,manies
aran014,1,w1g3p6,manies
aran006,1,w1g3p6,manies
aran022,1,w1g3p6,melamu
aran001,4,w1g3p6,melamu
aran003,1,w1g3p6,melamu
aran004,1,w1g3p6,melamu
aran009,1,w1g3p6,melamu
aran011,1,w1g3p6,melamu
aran040,2,w1g3p6,melamu
aran006,1,w1g3p6,melamu
aran059,1,w1g3p6,melamu
aran060,1,w1g3p6,melamu
aran078,1,w1g3p6,melamu
aran075,1,w1g3p6,melamu
aran032,3,w1g3p6,melamu
aran051,1,w1g3p6,melamu
aran118,1,w1g3p6,melamu
aran077,1,w1g3p6,melamu
aran011,1,w1g6p2,premob
aran039,1,w1g6p2,premob
aran018,1,w1g6p2,premob
aran039,1,w1g6p2,tricpl
aran001,1,w1g6p2,tricpl
aran011,1,w1g6p2,tremor
aran014,1,w1g6p2,tremor
aran018,1,w1g6p2,macata
aran032,1,w1g6p2,macata
aran005,1,w1g6p2,macata
aran057,1,w1g6p2,macata
aran106,1,w1g6p2,macata
aran055,1,w1g6p2,macata
aran086,1,w1g6p2,macata
aran001,2,w1g6p2,breyce
aran056,2,w1g6p2,breyce
aran010,1,w1g6p2,breyce
aran025,1,w1g6p2,breyce
aran129,1,w1g6p2,breyce
aran019,2,w1g6p2,melamu
aran001,3,w1g6p2,melamu
aran002,1,w1g6p2,melamu
aran011,2,w1g6p2,melamu
aran042,1,w1g6p2,melamu
aran052,1,w1g6p2,melamu
aran059,1,w1g6p2,melamu
aran021,1,w1g6p2,melamu
aran025,2,w1g6p2,melamu
aran013,1,w1g6p2,melamu
aran001,4,w1g6p2,melamu
aran033,1,w1g6p2,piptar
aran103,1,w1g6p2,piptar
aran057,2,w1g6p2,piptar
aran024,1,w1g6p2,piptar
aran032,1,w1g6p2,piptar
aran003,3,w1g6p2,piptar
aran034,1,w1g6p2,piptar
aran122,1,w1g6p2,piptar
aran039,1,w1g6p2,piptar
aran059,2,w1g6p2,piptar
aran011,1,w1g6p2,piptar
aran038,1,w1g6p2,piptar
aran013,1,w1g6p2,piptar
aran008,2,w1g6p2,piptar
aran073,1,w1g6p2,piptar
aran065,1,w1g6p2,piptar
aran090,1,w1g6p1,piptar
aran059,2,w1g6p1,tremor
aran009,2,w1g6p1,tremor
aran014,2,w1g6p1,tremor
aran009,1,w1g5p2,solatu
aran035,1,w1g5p2,solatu
aran006,1,w1g5p2,solatu
aran009,1,w1g5p2,trems1
aran034,1,w1g5p2,trems1
aran011,2,w1g5p2,trems1
aran122,2,w1g5p2,trems1
aran001,1,w1g5p2,trems1
aran024,1,w1g5p2,trems1
aran077,1,w1g5p2,trems1
aran046,1,w1g5p2,trems1
aran015,1,w1g5p2,trems1
aran036,1,w1g5p2,trems1
aran073,2,w1g5p2,trems1
aran020,2,w1g5p2,trems1
aran037,1,w1g5p2,trems1
aran130,1,w1g5p2,trems1
aran008,1,w1g5p2,melamu
aran131,1,w1g5p2,melamu
aran011,2,w1g5p2,melamu
aran034,1,w1g5p2,melamu
aran073,1,w1g5p2,melamu
aran079,1,w1g5p2,melamu
aran041,1,w1g5p2,melamu
aran025,2,w1g5p2,melamu
aran017,2,w1g5p2,melamu
aran034,3,w1g5p2,piptar
aran056,1,w1g5p2,piptar
aran028,1,w1g5p2,piptar
aran020,2,w1g5p2,piptar
aran038,2,w1g5p2,piptar
aran001,7,w1g4p1,melos1
aran011,7,w1g4p1,melos1
aran090,2,w1g4p1,melos1
aran012,1,w1g4p1,melos1
aran010,1,w1g4p1,melos1
aran022,5,w1g4p1,melos1
aran018,1,w1g4p1,melos1
aran056,2,w1g4p1,melos1
aran067,1,w1g4p1,melos1
aran009,1,w1g4p1,melos1
aran074,1,w1g4p1,melos1
aran080,1,w1g4p1,melos1
aran034,2,w1g4p1,melos1
aran083,1,w1g4p1,melos1
aran036,2,w1g4p1,melos1
aran041,4,w1g4p1,melos1
aran086,1,w1g4p1,melos1
aran008,1,w1g4p1,melos1
aran042,4,w1g4p1,melos1
aran073,5,w1g4p1,melos1
aran016,1,w1g4p1,melos1
aran014,1,w1g4p1,melos1
aran118,1,w1g4p1,melos1
aran006,4,w1g4p1,melos1
aran025,2,w1g4p1,melos1
aran122,4,w1g4p1,melos1
aran039,3,w1g4p1,melos1
aran079,1,w1g4p1,melos1
aran037,1,w1g4p1,melos1
aran059,3,w1g4p1,melos1
aran117,1,w1g4p1,melos1
aran071,1,w1g4p1,melos1
aran078,2,w1g4p1,melos1
aran080,1,w1g4p1,melos1
aran046,2,w1g4p1,melos1
aran119,4,w1g4p1,melos1
aran132,1,w1g4p1,melos1
aran033,1,w1g4p1,melamu
aran079,1,w1g4p1,melamu
aran056,1,w1g4p1,melamu
aran032,1,w1g4p1,macata
aran077,1,w1g4p1,manies
aran031,1,w1g4p5,melos1
aran011,2,w1g4p5,melos1
aran034,2,w1g4p5,melos1
aran058,1,w1g4p5,melos1
aran082,1,w1g4p5,melos1
aran086,1,w1g4p5,melos1
aran001,1,w1g4p5,melos1
aran025,2,w1g4p5,melos1
aran006,1,w1g4p5,melos1
aran051,1,w1g4p5,melos1
aran005,1,w1g4p5,melos1
aran039,3,w1g4p5,melos1
aran073,3,w1g4p5,melos1
aran084,1,w1g4p5,melos1
aran019,1,w1g4p5,melos1
aran037,2,w1g4p5,melos1
