"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family" "morph" "bio" "totbio" "morphplot" "plant_bio" "guild" "treat"
"2004" "cole008" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole008" 8.68402555416943 8.68402555416943 "colew1g3p3" 100.475 "herbivore" "control"
"2005" "cole009" 96 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole009" 11.4624649495593 1100.39663515769 "colew1g3p3" 100.475 "herbivore" "control"
"2006" "cole013" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole013" 7.45471306443371 14.9094261288674 "colew1g3p3" 100.475 "herbivore" "control"
"2007" "cole015" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole015" 12.683458383496 25.366916766992 "colew1g3p3" 100.475 "herbivore" "control"
"2008" "cole016" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole016" 3.51920089082356 7.03840178164712 "colew1g3p3" 100.475 "herbivore" "control"
"2009" "cole017" 63 "w1g3p3" "piptar" "8/4/2016" "" "cole" NA NA NA "colew1g3p3" 100.475 "herbivore" "control"
"2010" "cole021" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole021" 7.08621772880785 14.1724354576157 "colew1g3p3" 100.475 "herbivore" "control"
"2011" "cole026" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole026" 1.32420968729672 2.64841937459344 "colew1g3p3" 100.475 "herbivore" "control"
"2012" "cole027" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole027" 1.58660544085436 1.58660544085436 "colew1g3p3" 100.475 "herbivore" "control"
"2013" "cole030" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole030" 0.456758306040596 0.456758306040596 "colew1g3p3" 100.475 "herbivore" "control"
"2014" "cole035" 12 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole035" 2.48407540788877 29.8089048946652 "colew1g3p3" 100.475 "herbivore" "control"
"2015" "cole041" 6 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole041" 3.12919554833942 18.7751732900365 "colew1g3p3" 100.475 "herbivore" "control"
"2016" "cole060" 2 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole060" 73.8835576517011 147.767115303402 "colew1g3p3" 100.475 "herbivore" "control"
"2017" "cole061" 5 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole061" 17.6924002573001 88.4620012865005 "colew1g3p3" 100.475 "herbivore" "control"
"2018" "cole070" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole070" 7.79797289522174 7.79797289522174 "colew1g3p3" 100.475 "herbivore" "control"
"2019" "cole073" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole073" 4.53491827065113 4.53491827065113 "colew1g3p3" 100.475 "herbivore" "control"
"2020" "cole082" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole082" 80.7290954843856 80.7290954843856 "colew1g3p3" 100.475 "herbivore" "control"
"2021" "cole086" 1 "w1g3p3" "piptar" "8/4/2016" "" "cole" "cole086" 1.9163802798097 1.9163802798097 "colew1g3p3" 100.475 "herbivore" "control"
"2022" "cole001" 26 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole001" 3.59727548050432 93.5291624931123 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2023" "cole002" 8 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole002" 10.1044151020684 80.8353208165472 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2024" "cole003" 13 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole003" 2.54842407756418 33.1295130083343 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2025" "cole009" 97 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole009" 11.4624649495593 1111.85910010725 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2026" "cole010" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole010" 5.41097237065807 5.41097237065807 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2027" "cole012" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole012" 13.3787365340282 13.3787365340282 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2028" "cole013" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole013" 7.45471306443371 7.45471306443371 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2029" "cole017" 28 "w1g3p5" "piptar" "8/2/2016" "" "cole" NA NA NA "colew1g3p5" 109.095 "herbivore" "insecticide"
"2030" "cole018" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole018" 4.89332523054129 4.89332523054129 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2031" "cole021" 2 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole021" 7.08621772880785 14.1724354576157 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2032" "cole022" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole022" 18.0655602481857 18.0655602481857 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2033" "cole026" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole026" 1.32420968729672 1.32420968729672 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2034" "cole027" 2 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole027" 1.58660544085436 3.17321088170872 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2035" "cole033" 3 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole033" 8.48655836040239 25.4596750812072 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2036" "cole035" 15 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole035" 2.48407540788877 37.2611311183316 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2037" "cole048" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole048" 4.91265030354142 4.91265030354142 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2038" "cole096" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole096" 2.14204294814625 2.14204294814625 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2039" "cole139" 1 "w1g3p5" "piptar" "8/2/2016" "" "cole" "cole139" 9.47136623862431 9.47136623862431 "colew1g3p5" 109.095 "herbivore" "insecticide"
"2040" "cole001" 1 "w1g3p5" "sorgpr" "8/2/2016" "" "cole" "cole001" 3.59727548050432 3.59727548050432 "colew1g3p5" 6.615 "herbivore" "insecticide"
"2041" "cole017" 1 "w1g3p5" "sorgpr" "8/2/2016" "" "cole" NA NA NA "colew1g3p5" 6.615 "herbivore" "insecticide"
"2042" "cole009" 2 "w1g4p1" "macata" "7/27/2016" "" "cole" "cole009" 11.4624649495593 22.9249298991186 "colew1g4p1" 3.215 "herbivore" "control"
"2043" "cole034" 1 "w1g4p1" "macata" "7/27/2016" "" "cole" "cole034" 0.674380657087009 0.674380657087009 "colew1g4p1" 3.215 "herbivore" "control"
"2044" "cole056" 1 "w1g4p1" "macata" "7/27/2016" "" "cole" "cole056" 5.99338613835279 5.99338613835279 "colew1g4p1" 3.215 "herbivore" "control"
"2045" "cole068" 2 "w1g4p1" "macata" "7/27/2016" "" "cole" "cole068" 1.06962837249246 2.13925674498492 "colew1g4p1" 3.215 "herbivore" "control"
"2046" "cole001" 1 "w1g4p1" "manies" "7/27/2016" "" "cole" "cole001" 3.59727548050432 3.59727548050432 "colew1g4p1" 1.805 "herbivore" "control"
"2047" "cole002" 4 "w1g4p1" "manies" "7/27/2016" "" "cole" "cole002" 10.1044151020684 40.4176604082736 "colew1g4p1" 1.805 "herbivore" "control"
"2048" "cole022" 1 "w1g4p1" "manies" "7/27/2016" "" "cole" "cole022" 18.0655602481857 18.0655602481857 "colew1g4p1" 1.805 "herbivore" "control"
"2049" "cole075" 1 "w1g4p1" "manies" "7/27/2016" "" "cole" "cole075" 5.80948857927276 5.80948857927276 "colew1g4p1" 1.805 "herbivore" "control"
"2050" "cole002" 2 "w1g4p1" "melamu" "7/27/2016" "" "cole" "cole002" 10.1044151020684 20.2088302041368 "colew1g4p1" 15.35 "herbivore" "control"
"2051" "cole007" 1 "w1g4p1" "melamu" "7/27/2016" "" "cole" "cole007" 16.5836015760536 16.5836015760536 "colew1g4p1" 15.35 "herbivore" "control"
"2052" "cole087" 1 "w1g4p1" "melamu" "7/27/2016" "" "cole" "cole087" 11.6252853640626 11.6252853640626 "colew1g4p1" 15.35 "herbivore" "control"
"2053" "cole001" 111 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole001" 3.59727548050432 399.29757833598 "colew1g4p1" 128.97 "herbivore" "control"
"2054" "cole002" 96 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole002" 10.1044151020684 970.023849798566 "colew1g4p1" 128.97 "herbivore" "control"
"2055" "cole005" 85 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole005" 0.952771443610724 80.9855727069115 "colew1g4p1" 128.97 "herbivore" "control"
"2056" "cole007" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole007" 16.5836015760536 33.1672031521072 "colew1g4p1" 128.97 "herbivore" "control"
"2057" "cole009" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole009" 11.4624649495593 11.4624649495593 "colew1g4p1" 128.97 "herbivore" "control"
"2058" "cole010" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole010" 5.41097237065807 10.8219447413161 "colew1g4p1" 128.97 "herbivore" "control"
"2059" "cole013" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole013" 7.45471306443371 7.45471306443371 "colew1g4p1" 128.97 "herbivore" "control"
"2060" "cole015" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole015" 12.683458383496 12.683458383496 "colew1g4p1" 128.97 "herbivore" "control"
"2061" "cole017" 4 "w1g4p1" "melos1" "7/27/2016" "" "cole" NA NA NA "colew1g4p1" 128.97 "herbivore" "control"
"2062" "cole018" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole018" 4.89332523054129 9.78665046108258 "colew1g4p1" 128.97 "herbivore" "control"
"2063" "cole022" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole022" 18.0655602481857 18.0655602481857 "colew1g4p1" 128.97 "herbivore" "control"
"2064" "cole034" 13 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole034" 0.674380657087009 8.76694854213112 "colew1g4p1" 128.97 "herbivore" "control"
"2065" "cole043" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole043" 14.6111616176436 29.2223232352872 "colew1g4p1" 128.97 "herbivore" "control"
"2066" "cole044" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole044" 6.13637680938703 6.13637680938703 "colew1g4p1" 128.97 "herbivore" "control"
"2067" "cole060" 6 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole060" 73.8835576517011 443.301345910207 "colew1g4p1" 128.97 "herbivore" "control"
"2068" "cole062" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole062" 2.34191191749703 2.34191191749703 "colew1g4p1" 128.97 "herbivore" "control"
"2069" "cole070" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole070" 7.79797289522174 7.79797289522174 "colew1g4p1" 128.97 "herbivore" "control"
"2070" "cole071" 5 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole071" 27.8429456863815 139.214728431908 "colew1g4p1" 128.97 "herbivore" "control"
"2071" "cole076" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole076" 4.97740280838644 4.97740280838644 "colew1g4p1" 128.97 "herbivore" "control"
"2072" "cole087" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole087" 11.6252853640626 23.2505707281252 "colew1g4p1" 128.97 "herbivore" "control"
"2073" "cole088" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole088" 14.0538855244792 14.0538855244792 "colew1g4p1" 128.97 "herbivore" "control"
"2074" "cole090" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole090" 1.70583454144854 1.70583454144854 "colew1g4p1" 128.97 "herbivore" "control"
"2075" "cole137" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole" "cole137" 7.70672773360267 7.70672773360267 "colew1g4p1" 128.97 "herbivore" "control"
"2076" "cole002" 3 "w1g4p1" "tricpl" "7/27/2016" "" "cole" "cole002" 10.1044151020684 30.3132453062052 "colew1g4p1" 0.89 "herbivore" "control"
"2077" "cole003" 1 "w1g4p1" "tricpl" "7/27/2016" "" "cole" "cole003" 2.54842407756418 2.54842407756418 "colew1g4p1" 0.89 "herbivore" "control"
"2078" "cole001" 6 "w1g4p3" "melamu" "7/23/2016" "" "cole" "cole001" 3.59727548050432 21.5836528830259 "colew1g4p3" 4.14 "herbivore" "weevil125"
"2079" "cole009" 2 "w1g4p3" "melamu" "7/23/2016" "" "cole" "cole009" 11.4624649495593 22.9249298991186 "colew1g4p3" 4.14 "herbivore" "weevil125"
"2080" "cole022" 1 "w1g4p3" "melamu" "7/23/2016" "" "cole" "cole022" 18.0655602481857 18.0655602481857 "colew1g4p3" 4.14 "herbivore" "weevil125"
"2081" "cole001" 44 "w1g4p3" "melos1" "7/23/2016" "" "cole" "cole001" 3.59727548050432 158.28012114219 "colew1g4p3" 52.645 "herbivore" "weevil125"
"2082" "cole002" 2 "w1g4p3" "melos1" "7/23/2016" "" "cole" "cole002" 10.1044151020684 20.2088302041368 "colew1g4p3" 52.645 "herbivore" "weevil125"
"2083" "cole005" 3 "w1g4p3" "melos1" "7/23/2016" "" "cole" "cole005" 0.952771443610724 2.85831433083217 "colew1g4p3" 52.645 "herbivore" "weevil125"
"2084" "cole013" 1 "w1g4p3" "melos1" "7/23/2016" "" "cole" "cole013" 7.45471306443371 7.45471306443371 "colew1g4p3" 52.645 "herbivore" "weevil125"
"2085" "cole001" 11 "w1g4p3" "tricpl" "7/23/2016" "" "cole" "cole001" 3.59727548050432 39.5700302855475 "colew1g4p3" 2.76 "herbivore" "weevil125"
"2086" "cole002" 13 "w1g4p3" "tricpl" "7/23/2016" "" "cole" "cole002" 10.1044151020684 131.357396326889 "colew1g4p3" 2.76 "herbivore" "weevil125"
"2087" "cole015" 1 "w1g4p3" "tricpl" "7/23/2016" "" "cole" "cole015" 12.683458383496 12.683458383496 "colew1g4p3" 2.76 "herbivore" "weevil125"
"2088" "cole001" 76 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole001" 3.59727548050432 273.392936518328 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2089" "cole002" 22 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole002" 10.1044151020684 222.297132245505 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2090" "cole003" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole003" 2.54842407756418 2.54842407756418 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2091" "cole005" 33 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole005" 0.952771443610724 31.4414576391539 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2092" "cole006" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole006" 0.833065332627676 0.833065332627676 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2093" "cole008" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole008" 8.68402555416943 8.68402555416943 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2094" "cole010" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole010" 5.41097237065807 10.8219447413161 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2095" "cole012" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole012" 13.3787365340282 13.3787365340282 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2096" "cole013" 4 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole013" 7.45471306443371 29.8188522577348 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2097" "cole018" 6 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole018" 4.89332523054129 29.3599513832477 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2098" "cole034" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole034" 0.674380657087009 1.34876131417402 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2099" "cole043" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole043" 14.6111616176436 14.6111616176436 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2100" "cole056" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole056" 5.99338613835279 5.99338613835279 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2101" "cole059" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole059" 2.16252005884436 4.32504011768872 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2102" "cole060" 8 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole060" 73.8835576517011 591.068461213609 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2103" "cole083" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole083" 22.1214435620994 22.1214435620994 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2104" "cole101" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole101" 14.7998617286073 14.7998617286073 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2105" "cole108" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole108" 1.9163802798097 1.9163802798097 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2106" "cole137" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole137" 7.70672773360267 7.70672773360267 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2107" "cole151" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole" "cole151" 11.9551353106896 11.9551353106896 "colew1g4p4" 152.895 "herbivore" "weevil25"
"2108" "cole001" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole001" 3.59727548050432 3.59727548050432 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2109" "cole002" 2 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole002" 10.1044151020684 20.2088302041368 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2110" "cole005" 5 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole005" 0.952771443610724 4.76385721805362 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2111" "cole015" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole015" 12.683458383496 12.683458383496 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2112" "cole106" 2 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole106" 0.678715972892107 1.35743194578421 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2113" "cole107" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole" "cole107" 0.800647961800855 0.800647961800855 "colew1g4p4" 0.75 "herbivore" "weevil25"
"2114" "cole001" 3 "w1g4p5" "manies" "7/29/2016" "" "cole" "cole001" 3.59727548050432 10.791826441513 "colew1g4p5" 1.675 "herbivore" "insecticide"
"2115" "cole017" 1 "w1g4p5" "manies" "7/29/2016" "" "cole" NA NA NA "colew1g4p5" 1.675 "herbivore" "insecticide"
"2116" "cole018" 1 "w1g4p5" "manies" "7/29/2016" "" "cole" "cole018" 4.89332523054129 4.89332523054129 "colew1g4p5" 1.675 "herbivore" "insecticide"
"2117" "cole044" 1 "w1g4p5" "manies" "7/29/2016" "" "cole" "cole044" 6.13637680938703 6.13637680938703 "colew1g4p5" 1.675 "herbivore" "insecticide"
"2118" "cole116" 1 "w1g4p5" "manies" "7/29/2016" "" "cole" "cole116" 9.04440010158654 9.04440010158654 "colew1g4p5" 1.675 "herbivore" "insecticide"
"2119" "cole001" 30 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole001" 3.59727548050432 107.91826441513 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2120" "cole002" 20 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole002" 10.1044151020684 202.088302041368 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2121" "cole009" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole009" 11.4624649495593 11.4624649495593 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2122" "cole015" 2 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole015" 12.683458383496 25.366916766992 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2123" "cole018" 2 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole018" 4.89332523054129 9.78665046108258 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2124" "cole043" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole043" 14.6111616176436 14.6111616176436 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2125" "cole060" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole060" 73.8835576517011 73.8835576517011 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2126" "cole070" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole070" 7.79797289522174 7.79797289522174 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2127" "cole071" 5 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole071" 27.8429456863815 139.214728431908 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2128" "cole075" 3 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole075" 5.80948857927276 17.4284657378183 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2129" "cole082" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole082" 80.7290954843856 80.7290954843856 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2130" "cole083" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole083" 22.1214435620994 22.1214435620994 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2131" "cole149" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole" "cole149" 3.66972331763419 3.66972331763419 "colew1g4p5" 75.725 "herbivore" "insecticide"
"2132" "cole001" 1 "w1g5p1" "macata" "7/20/2016" "" "cole" "cole001" 3.59727548050432 3.59727548050432 "colew1g5p1" 0.675 "herbivore" "control"
"2133" "cole002" 1 "w1g5p1" "macata" "7/20/2016" "" "cole" "cole002" 10.1044151020684 10.1044151020684 "colew1g5p1" 0.675 "herbivore" "control"
"2134" "cole003" 25 "w1g5p1" "macata" "7/20/2016" "" "cole" "cole003" 2.54842407756418 63.7106019391045 "colew1g5p1" 0.675 "herbivore" "control"
"2135" "cole075" 1 "w1g5p1" "macata" "7/20/2016" "" "cole" "cole075" 5.80948857927276 5.80948857927276 "colew1g5p1" 0.675 "herbivore" "control"
"2136" "cole001" 24 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole001" 3.59727548050432 86.3346115321037 "colew1g5p1" 48.655 "herbivore" "control"
"2137" "cole002" 11 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole002" 10.1044151020684 111.148566122752 "colew1g5p1" 48.655 "herbivore" "control"
"2138" "cole003" 21 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole003" 2.54842407756418 53.5169056288478 "colew1g5p1" 48.655 "herbivore" "control"
"2139" "cole007" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole007" 16.5836015760536 16.5836015760536 "colew1g5p1" 48.655 "herbivore" "control"
"2140" "cole008" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole008" 8.68402555416943 26.0520766625083 "colew1g5p1" 48.655 "herbivore" "control"
"2141" "cole013" 2 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole013" 7.45471306443371 14.9094261288674 "colew1g5p1" 48.655 "herbivore" "control"
"2142" "cole015" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole015" 12.683458383496 12.683458383496 "colew1g5p1" 48.655 "herbivore" "control"
"2143" "cole017" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole" NA NA NA "colew1g5p1" 48.655 "herbivore" "control"
"2144" "cole018" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole018" 4.89332523054129 4.89332523054129 "colew1g5p1" 48.655 "herbivore" "control"
"2145" "cole022" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole022" 18.0655602481857 18.0655602481857 "colew1g5p1" 48.655 "herbivore" "control"
"2146" "cole026" 2 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole026" 1.32420968729672 2.64841937459344 "colew1g5p1" 48.655 "herbivore" "control"
"2147" "cole034" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole034" 0.674380657087009 0.674380657087009 "colew1g5p1" 48.655 "herbivore" "control"
"2148" "cole038" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole038" 35.0223617218794 35.0223617218794 "colew1g5p1" 48.655 "herbivore" "control"
"2149" "cole059" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole059" 2.16252005884436 6.48756017653308 "colew1g5p1" 48.655 "herbivore" "control"
"2150" "cole062" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole062" 2.34191191749703 2.34191191749703 "colew1g5p1" 48.655 "herbivore" "control"
"2151" "cole076" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole076" 4.97740280838644 4.97740280838644 "colew1g5p1" 48.655 "herbivore" "control"
"2152" "cole077" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole077" 11.3010418205886 11.3010418205886 "colew1g5p1" 48.655 "herbivore" "control"
"2153" "cole078" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole078" 7.08621772880785 7.08621772880785 "colew1g5p1" 48.655 "herbivore" "control"
"2154" "cole137" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole" "cole137" 7.70672773360267 7.70672773360267 "colew1g5p1" 48.655 "herbivore" "control"
"2155" "cole002" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole002" 10.1044151020684 10.1044151020684 "colew1g5p1" 0.365 "herbivore" "control"
"2156" "cole003" 7 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole003" 2.54842407756418 17.8389685429493 "colew1g5p1" 0.365 "herbivore" "control"
"2157" "cole008" 4 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole008" 8.68402555416943 34.7361022166777 "colew1g5p1" 0.365 "herbivore" "control"
"2158" "cole022" 2 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole022" 18.0655602481857 36.1311204963714 "colew1g5p1" 0.365 "herbivore" "control"
"2159" "cole062" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole062" 2.34191191749703 2.34191191749703 "colew1g5p1" 0.365 "herbivore" "control"
"2160" "cole137" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole" "cole137" 7.70672773360267 7.70672773360267 "colew1g5p1" 0.365 "herbivore" "control"
"2161" "cole001" 22 "w1g5p1" "tremor" "7/20/2016" "" "cole" "cole001" 3.59727548050432 79.140060571095 "colew1g5p1" 35.285 "herbivore" "control"
"2162" "cole002" 20 "w1g5p1" "tremor" "7/20/2016" "" "cole" "cole002" 10.1044151020684 202.088302041368 "colew1g5p1" 35.285 "herbivore" "control"
"2163" "cole003" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole" "cole003" 2.54842407756418 5.09684815512836 "colew1g5p1" 35.285 "herbivore" "control"
"2164" "cole018" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole" "cole018" 4.89332523054129 9.78665046108258 "colew1g5p1" 35.285 "herbivore" "control"
"2165" "cole060" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole" "cole060" 73.8835576517011 147.767115303402 "colew1g5p1" 35.285 "herbivore" "control"
