"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family" "morph" "bio" "totbio" "morphplot" "plant_bio" "guild" "treat"
"374" "orth019" 2 "w1g5p4" "melamu" "7/19/2016" "L" "orth" "orth019" 3.23117909348423 6.46235818696846 "orthw1g5p4" 44.84 "herbivore" "weevil25"
"375" "orth015" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth" "orth015" 15.4518541860732 15.4518541860732 "orthw1g5p4" 44.84 "herbivore" "weevil25"
"376" "orth016" 3 "w1g5p4" "melamu" "7/19/2016" "L" "orth" "orth016" 35.7844902986798 107.353470896039 "orthw1g5p4" 44.84 "herbivore" "weevil25"
"377" "orth019" 2 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth019" 3.23117909348423 6.46235818696846 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"378" "orth020" 9 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth020" 15.9052173639475 143.146956275527 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"379" "orth028" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"380" "orth012" 3 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth012" 44.1207604967473 132.362281490242 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"381" "orth031" 6 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth031" 143.302888147005 859.81732888203 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"382" "orth074" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth074" 108.838212495239 108.838212495239 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"383" "orth044" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth" "orth044" 28.3550436324258 28.3550436324258 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"384" "orth040" 1 "w1g5p4" "piptar" "7/19/2016" "A" "orth" "orth040" 1628.49871595999 1628.49871595999 "orthw1g5p4" 9.045 "herbivore" "weevil25"
"385" "orth020" 1 "w1g1p6" "pipead" "8/16/2016" "L" "orth" "orth020" 15.9052173639475 15.9052173639475 "orthw1g1p6" 1.43 "herbivore" "insecticide"
"386" "orth018" 1 "w1g1p6" "pipead" "8/16/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g1p6" 1.43 "herbivore" "insecticide"
"387" "orth001" 1 "w1g4p4" "tricpl" "7/28/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g4p4" 0.75 "herbivore" "weevil25"
"388" "orth005" 1 "w1g4p4" "tricpl" "7/28/2016" "L" "orth" "orth005" 24.3651344709323 24.3651344709323 "orthw1g4p4" 0.75 "herbivore" "weevil25"
"389" "orth029" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth029" 3.0123139495047 3.0123139495047 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"390" "orth021" 2 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth021" 16.017271581578 32.034543163156 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"391" "orth044" 3 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth044" 28.3550436324258 85.0651308972774 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"392" "orth088" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth088" 2.95151267080909 2.95151267080909 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"393" "orth011" 7 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth011" 21.4017641921427 149.812349344999 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"394" "orth001" 7 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth001" 2.65887708549633 18.6121395984743 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"395" "orth002" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth002" 4.71982706775403 9.43965413550806 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"396" "orth003" 6 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth003" 5.50328873744218 33.0197324246531 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"397" "orth027" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth027" 4.45503072275719 8.91006144551438 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"398" "orth025" 3 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth025" 14.3959644893701 43.1878934681103 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"399" "orth058" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth058" 6.05000895029274 6.05000895029274 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"400" "orth082" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth082" 10.8556399095647 10.8556399095647 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"401" "orth087" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth087" 5.23029175638737 5.23029175638737 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"402" "orth015" 13 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth015" 15.4518541860732 200.874104418952 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"403" "orth018" 4 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth018" 24.4843275653858 97.9373102615432 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"404" "orth039" 1 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth039" 46.7718702312646 46.7718702312646 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"405" "orth055" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth055" 73.3592151982932 146.718430396586 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"406" "orth057" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth057" 44.8588578238422 44.8588578238422 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"407" "orth037" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth037" 14.6174474097651 14.6174474097651 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"408" "orth052" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"409" "orth092" 1 "w1g4p4" "melos1" "7/28/2016" "A" "orth" "orth092" 251.402130724875 251.402130724875 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"410" "orth012" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth012" 44.1207604967473 44.1207604967473 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"411" "orth042" 2 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth042" 330.95938264751 661.91876529502 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"412" "orth093" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth" "orth093" 58.3498369886066 58.3498369886066 "orthw1g4p4" 152.895 "herbivore" "weevil25"
"413" "orth008" 4 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth008" 389.078789581175 1556.3151583247 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"414" "orth048" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth048" 344.72261693106 344.72261693106 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"415" "orth042" 8 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth042" 330.95938264751 2647.67506118008 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"416" "orth054" 8 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth054" 70.7395160219863 565.91612817589 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"417" "orth033" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth033" 9.60696794427957 9.60696794427957 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"418" "orth040" 2 "w1g2p4" "piptar" "8/13/2016" "A" "orth" "orth040" 1628.49871595999 3256.99743191998 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"419" "orth013" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth013" 33.2042105386573 33.2042105386573 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"420" "orth035" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth035" 41.1794617272267 41.1794617272267 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"421" "orth051" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth051" 209.624388945307 209.624388945307 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"422" "orth020" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth020" 15.9052173639475 47.7156520918425 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"423" "orth075" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth075" 31.9311238349469 31.9311238349469 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"424" "orth015" 10 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth015" 15.4518541860732 154.518541860732 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"425" "orth071" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth071" 108.465752882196 108.465752882196 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"426" "orth052" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"427" "orth001" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth001" 2.65887708549633 7.97663125648899 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"428" "orth002" 3 "w1g2p4" "piptar" "8/13/2016" "A" "orth" "orth002" 4.71982706775403 14.1594812032621 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"429" "orth003" 3 "w1g2p4" "piptar" "8/13/2016" "A" "orth" "orth003" 5.50328873744218 16.5098662123265 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"430" "orth007" 2 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth007" 20.0203414917987 40.0406829835974 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"431" "orth016" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"432" "orth079" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth079" 82.511166885769 82.511166885769 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"433" "orth058" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth058" 6.05000895029274 6.05000895029274 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"434" "orth005" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth005" 24.3651344709323 73.0954034127969 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"435" "orth028" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"436" "orth094" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth" "orth094" 35.317052651328 35.317052651328 "orthw1g2p4" 49.015 "herbivore" "weevil25"
"437" "orth018" 1 "w1g1p5" "piptar" "8/18/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g1p5" 11.485 "herbivore" "weevil25"
"438" "orth020" 1 "w1g1p5" "piptar" "8/18/2016" "L" "orth" "orth020" 15.9052173639475 15.9052173639475 "orthw1g1p5" 11.485 "herbivore" "weevil25"
"439" "orth079" 1 "w1g1p5" "ficuhi" "8/18/2016" "L" "orth" "orth079" 82.511166885769 82.511166885769 "orthw1g1p5" 11.215 "herbivore" "weevil25"
"440" "orth059" 1 "w1g1p5" "melamu" "8/18/2016" "A" "orth" "orth059" 520.346924697688 520.346924697688 "orthw1g1p5" 3.77 "herbivore" "weevil25"
"441" "orth015" 1 "w1g1p5" "melamu" "8/18/2016" "L" "orth" "orth015" 15.4518541860732 15.4518541860732 "orthw1g1p5" 3.77 "herbivore" "weevil25"
"442" "orth052" 1 "w1g1p5" "melamu" "8/18/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g1p5" 3.77 "herbivore" "weevil25"
"443" "orth052" 1 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"444" "orth028" 1 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"445" "orth050" 1 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth050" 3.26322118683651 3.26322118683651 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"446" "orth051" 1 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth051" 209.624388945307 209.624388945307 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"447" "orth020" 7 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth020" 15.9052173639475 111.336521547633 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"448" "orth013" 1 "w1g1p5" "tremor" "8/18/2016" "L" "orth" "orth013" 33.2042105386573 33.2042105386573 "orthw1g1p5" 17.47 "herbivore" "weevil25"
"449" "orth027" 1 "w1g4p1" "macata" "7/27/2016" "A" "orth" "orth027" 4.45503072275719 4.45503072275719 "orthw1g4p1" 3.215 "herbivore" "control"
"450" "orth018" 1 "w1g4p1" "macata" "7/27/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g4p1" 3.215 "herbivore" "control"
"451" "orth057" 1 "w1g4p1" "macata" "7/27/2016" "L" "orth" "orth057" 44.8588578238422 44.8588578238422 "orthw1g4p1" 3.215 "herbivore" "control"
"452" "orth001" 1 "w1g4p1" "tricpl" "7/27/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g4p1" 0.89 "herbivore" "control"
"453" "orth033" 1 "w1g4p1" "tricpl" "7/27/2016" "L" "orth" "orth033" 9.60696794427957 9.60696794427957 "orthw1g4p1" 0.89 "herbivore" "control"
"454" "orth006" 1 "w1g4p1" "tricpl" "7/27/2016" "L" "orth" "orth006" 25.3206288031699 25.3206288031699 "orthw1g4p1" 0.89 "herbivore" "control"
"455" "orth058" 1 "w1g4p1" "manies" "7/27/2016" "L" "orth" "orth058" 6.05000895029274 6.05000895029274 "orthw1g4p1" 1.805 "herbivore" "control"
"456" "orth013" 1 "w1g4p1" "manies" "7/27/2016" "L" "orth" "orth013" 33.2042105386573 33.2042105386573 "orthw1g4p1" 1.805 "herbivore" "control"
"457" "orth020" 8 "w1g4p1" "manies" "7/27/2016" "L" "orth" "orth020" 15.9052173639475 127.24173891158 "orthw1g4p1" 1.805 "herbivore" "control"
"458" "orth032" 1 "w1g4p1" "melamu" "7/27/2016" "L" "orth" "orth032" 1126.98061122298 1126.98061122298 "orthw1g4p1" 15.35 "herbivore" "control"
"459" "orth006" 1 "w1g4p1" "melamu" "7/27/2016" "L" "orth" "orth006" 25.3206288031699 25.3206288031699 "orthw1g4p1" 15.35 "herbivore" "control"
"460" "orth019" 1 "w1g4p1" "melamu" "7/27/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g4p1" 15.35 "herbivore" "control"
"461" "orth022" 1 "w1g4p1" "melamu" "7/27/2016" "L" "orth" "orth022" 20.2507662609495 20.2507662609495 "orthw1g4p1" 15.35 "herbivore" "control"
"462" "orth025" 1 "w1g4p1" "melamu" "7/27/2016" "L" "orth" "orth025" 14.3959644893701 14.3959644893701 "orthw1g4p1" 15.35 "herbivore" "control"
"463" "orth001" 28 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth001" 2.65887708549633 74.4485583938972 "orthw1g4p1" 128.97 "herbivore" "control"
"464" "orth002" 12 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth002" 4.71982706775403 56.6379248130484 "orthw1g4p1" 128.97 "herbivore" "control"
"465" "orth003" 15 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth003" 5.50328873744218 82.5493310616327 "orthw1g4p1" 128.97 "herbivore" "control"
"466" "orth004" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth004" 6.99956067494318 6.99956067494318 "orthw1g4p1" 128.97 "herbivore" "control"
"467" "orth019" 18 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth019" 3.23117909348423 58.1612236827161 "orthw1g4p1" 128.97 "herbivore" "control"
"468" "orth020" 3 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth020" 15.9052173639475 47.7156520918425 "orthw1g4p1" 128.97 "herbivore" "control"
"469" "orth021" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth021" 16.017271581578 16.017271581578 "orthw1g4p1" 128.97 "herbivore" "control"
"470" "orth022" 2 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth022" 20.2507662609495 40.501532521899 "orthw1g4p1" 128.97 "herbivore" "control"
"471" "orth027" 1 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth027" 4.45503072275719 4.45503072275719 "orthw1g4p1" 128.97 "herbivore" "control"
"472" "orth024" 1 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g4p1" 128.97 "herbivore" "control"
"473" "orth024" 2 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth024" 6.00475800356624 12.0095160071325 "orthw1g4p1" 128.97 "herbivore" "control"
"474" "orth037" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth037" 14.6174474097651 14.6174474097651 "orthw1g4p1" 128.97 "herbivore" "control"
"475" "orth033" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth033" 9.60696794427957 9.60696794427957 "orthw1g4p1" 128.97 "herbivore" "control"
"476" "orth011" 4 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth011" 21.4017641921427 85.6070567685708 "orthw1g4p1" 128.97 "herbivore" "control"
"477" "orth015" 4 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth015" 15.4518541860732 61.8074167442928 "orthw1g4p1" 128.97 "herbivore" "control"
"478" "orth044" 3 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth044" 28.3550436324258 85.0651308972774 "orthw1g4p1" 128.97 "herbivore" "control"
"479" "orth052" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g4p1" 128.97 "herbivore" "control"
"480" "orth012" 4 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth012" 44.1207604967473 176.483041986989 "orthw1g4p1" 128.97 "herbivore" "control"
"481" "orth074" 5 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth074" 108.838212495239 544.191062476195 "orthw1g4p1" 128.97 "herbivore" "control"
"482" "orth042" 3 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth042" 330.95938264751 992.87814794253 "orthw1g4p1" 128.97 "herbivore" "control"
"483" "orth025" 1 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth025" 14.3959644893701 14.3959644893701 "orthw1g4p1" 128.97 "herbivore" "control"
"484" "orth025" 3 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth025" 14.3959644893701 43.1878934681103 "orthw1g4p1" 128.97 "herbivore" "control"
"485" "orth028" 8 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth028" 10.0324695711807 80.2597565694456 "orthw1g4p1" 128.97 "herbivore" "control"
"486" "orth007" 2 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth007" 20.0203414917987 40.0406829835974 "orthw1g4p1" 128.97 "herbivore" "control"
"487" "orth049" 1 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth049" 5.0063974704072 5.0063974704072 "orthw1g4p1" 128.97 "herbivore" "control"
"488" "orth083" 1 "w1g4p1" "melos1" "7/27/2016" "A" "orth" "orth083" 8.36007104639297 8.36007104639297 "orthw1g4p1" 128.97 "herbivore" "control"
"489" "orth058" 2 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth058" 6.05000895029274 12.1000179005855 "orthw1g4p1" 128.97 "herbivore" "control"
"490" "orth013" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth013" 33.2042105386573 33.2042105386573 "orthw1g4p1" 128.97 "herbivore" "control"
"491" "orth076" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth076" 9.24896637673064 9.24896637673064 "orthw1g4p1" 128.97 "herbivore" "control"
"492" "orth008" 1 "w1g4p1" "melos1" "7/27/2016" "L" "orth" "orth008" 389.078789581175 389.078789581175 "orthw1g4p1" 128.97 "herbivore" "control"
"493" "orth008" 3 "w1g6p1" "piptar" "7/15/2016" "L" "orth" "orth008" 389.078789581175 1167.23636874352 "orthw1g6p1" 4.535 "herbivore" "weevil125"
"494" "orth012" 1 "w1g6p1" "piptar" "7/15/2016" "L" "orth" "orth012" 44.1207604967473 44.1207604967473 "orthw1g6p1" 4.535 "herbivore" "weevil125"
"495" "orth019" 2 "w1g6p1" "piptar" "7/15/2016" "L" "orth" "orth019" 3.23117909348423 6.46235818696846 "orthw1g6p1" 4.535 "herbivore" "weevil125"
"496" "orth044" 2 "w1g6p1" "piptar" "7/15/2016" "L" "orth" "orth044" 28.3550436324258 56.7100872648516 "orthw1g6p1" 4.535 "herbivore" "weevil125"
"497" "orth054" 1 "w1g6p1" "piptar" "7/15/2016" "L" "orth" "orth054" 70.7395160219863 70.7395160219863 "orthw1g6p1" 4.535 "herbivore" "weevil125"
"498" "orth001" 1 "w1g6p1" "tremor" "7/15/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g6p1" 4.725 "herbivore" "weevil125"
"499" "orth013" 1 "w1g6p1" "tremor" "7/15/2016" "L" "orth" "orth013" 33.2042105386573 33.2042105386573 "orthw1g6p1" 4.725 "herbivore" "weevil125"
"500" "orth016" 1 "w1g6p1" "tremor" "7/15/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g6p1" 4.725 "herbivore" "weevil125"
"501" "orth032" 1 "w1g4p5" "manies" "7/29/2016" "A" "orth" "orth032" 1126.98061122298 1126.98061122298 "orthw1g4p5" 1.675 "herbivore" "insecticide"
"502" "orth040" 1 "w1g4p5" "melos1" "7/29/2016" "A" "orth" "orth040" 1628.49871595999 1628.49871595999 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"503" "orth074" 2 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth074" 108.838212495239 217.676424990478 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"504" "orth026" 2 "w1g4p5" "melos1" "7/29/2016" "A" "orth" "orth026" 213.063317190153 426.126634380306 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"505" "orth065" 1 "w1g4p5" "melos1" "7/29/2016" "A" "orth" "orth065" 217.750029913837 217.750029913837 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"506" "orth055" 3 "w1g4p5" "melos1" "7/29/2016" "A" "orth" "orth055" 73.3592151982932 220.07764559488 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"507" "orth052" 2 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth052" 70.2048310796966 140.409662159393 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"508" "orth015" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth015" 15.4518541860732 15.4518541860732 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"509" "orth011" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth011" 21.4017641921427 21.4017641921427 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"510" "orth044" 4 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth044" 28.3550436324258 113.420174529703 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"511" "orth021" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth021" 16.017271581578 16.017271581578 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"512" "orth046" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth046" 11.8255942857072 11.8255942857072 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"513" "orth012" 3 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth012" 44.1207604967473 132.362281490242 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"514" "orth031" 6 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth031" 143.302888147005 859.81732888203 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"515" "orth001" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"516" "orth018" 1 "w1g4p5" "melos1" "7/29/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"517" "orth003" 1 "w1g4p5" "melos1" "7/29/2016" "A" "orth" "orth003" 5.50328873744218 5.50328873744218 "orthw1g4p5" 75.725 "herbivore" "insecticide"
"518" "orth020" 1 "w1g6p6" "breyce" "7/12/2016" "L" "orth" "orth020" 15.9052173639475 15.9052173639475 "orthw1g6p6" 2.41 "herbivore" "control"
"519" "orth074" 1 "w1g6p6" "breyce" "7/12/2016" "L" "orth" "orth074" 108.838212495239 108.838212495239 "orthw1g6p6" 2.41 "herbivore" "control"
"520" "orth086" 1 "w1g6p6" "breyce" "7/12/2016" "L" "orth" "orth086" 33.9374058330861 33.9374058330861 "orthw1g6p6" 2.41 "herbivore" "control"
"521" "orth026" 1 "w1g6p6" "tricpl" "7/12/2016" "A" "orth" "orth026" 213.063317190153 213.063317190153 "orthw1g6p6" 4.04 "herbivore" "control"
"522" "orth027" 1 "w1g6p6" "tricpl" "7/12/2016" "A" "orth" "orth027" 4.45503072275719 4.45503072275719 "orthw1g6p6" 4.04 "herbivore" "control"
"523" "orth002" 1 "w1g6p6" "tricpl" "7/12/2016" "A" "orth" "orth002" 4.71982706775403 4.71982706775403 "orthw1g6p6" 4.04 "herbivore" "control"
"524" "orth024" 1 "w1g6p6" "tricpl" "7/12/2016" "A" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g6p6" 4.04 "herbivore" "control"
"525" "orth019" 1 "w1g6p6" "tricpl" "7/12/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g6p6" 4.04 "herbivore" "control"
"526" "orth020" 3 "w1g6p6" "tricpl" "7/12/2016" "L" "orth" "orth020" 15.9052173639475 47.7156520918425 "orthw1g6p6" 4.04 "herbivore" "control"
"527" "orth043" 1 "w1g6p6" "tricpl" "7/12/2016" "L" "orth" "orth043" 5.12348331744905 5.12348331744905 "orthw1g6p6" 4.04 "herbivore" "control"
"528" "orth031" 1 "w1g6p6" "melamu" "7/12/2016" "L" "orth" "orth031" 143.302888147005 143.302888147005 "orthw1g6p6" 10.51 "herbivore" "control"
"529" "orth018" 1 "w1g6p6" "melamu" "7/12/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g6p6" 10.51 "herbivore" "control"
"530" "orth066" 1 "w1g6p6" "melamu" "7/12/2016" "L" "orth" "orth066" 142.475969032664 142.475969032664 "orthw1g6p6" 10.51 "herbivore" "control"
"531" "orth002" 1 "w1g6p6" "melamu" "7/12/2016" "A" "orth" "orth002" 4.71982706775403 4.71982706775403 "orthw1g6p6" 10.51 "herbivore" "control"
"532" "orth002" 1 "w1g6p6" "piptar" "7/12/2016" "A" "orth" "orth002" 4.71982706775403 4.71982706775403 "orthw1g6p6" 3.13 "herbivore" "control"
