"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family"
"3404" "cole015" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3405" "cole017" 4 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3406" "cole018" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3407" "cole022" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3408" "cole034" 13 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3409" "cole043" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3410" "cole044" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3411" "cole060" 6 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3412" "cole062" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3413" "cole070" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3414" "cole071" 5 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3415" "cole076" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3416" "cole087" 2 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3417" "cole088" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3418" "cole090" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3419" "cole137" 1 "w1g4p1" "melos1" "7/27/2016" "" "cole"
"3420" "cole002" 3 "w1g4p1" "tricpl" "7/27/2016" "" "cole"
"3421" "cole003" 1 "w1g4p1" "tricpl" "7/27/2016" "" "cole"
"3422" "cole002" 1 "w1g4p2" "homano" "7/26/2016" "" "cole"
"3423" "cole056" 1 "w1g4p2" "homano" "7/26/2016" "" "cole"
"3424" "cole001" 2 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3425" "cole002" 4 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3426" "cole015" 1 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3427" "cole017" 30 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3428" "cole026" 1 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3429" "cole055" 1 "w1g4p2" "melamu" "7/26/2016" "" "cole"
"3430" "cole001" 1 "w1g4p2" "melos1" "7/26/2016" "" "cole"
"3431" "cole002" 8 "w1g4p2" "melos1" "7/26/2016" "" "cole"
"3432" "cole005" 2 "w1g4p2" "melos1" "7/26/2016" "" "cole"
"3433" "cole002" 13 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3434" "cole003" 2 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3435" "cole009" 21 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3436" "cole013" 3 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3437" "cole017" 6 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3438" "cole022" 3 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3439" "cole151" 1 "w1g4p2" "piptar" "7/26/2016" "" "cole"
"3440" "cole001" 7 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3441" "cole002" 35 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3442" "cole003" 1 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3443" "cole005" 1 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3444" "cole017" 4 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3445" "cole018" 1 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3446" "cole057" 1 "w1g4p2" "tricpl" "7/26/2016" "" "cole"
"3447" "cole001" 6 "w1g4p3" "melamu" "7/23/2016" "" "cole"
"3448" "cole009" 2 "w1g4p3" "melamu" "7/23/2016" "" "cole"
"3449" "cole022" 1 "w1g4p3" "melamu" "7/23/2016" "" "cole"
"3450" "cole001" 44 "w1g4p3" "melos1" "7/23/2016" "" "cole"
"3451" "cole002" 2 "w1g4p3" "melos1" "7/23/2016" "" "cole"
"3452" "cole005" 3 "w1g4p3" "melos1" "7/23/2016" "" "cole"
"3453" "cole013" 1 "w1g4p3" "melos1" "7/23/2016" "" "cole"
"3454" "cole001" 11 "w1g4p3" "tricpl" "7/23/2016" "" "cole"
"3455" "cole002" 13 "w1g4p3" "tricpl" "7/23/2016" "" "cole"
"3456" "cole015" 1 "w1g4p3" "tricpl" "7/23/2016" "" "cole"
"3457" "cole001" 76 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3458" "cole002" 22 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3459" "cole003" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3460" "cole005" 33 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3461" "cole006" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3462" "cole008" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3463" "cole010" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3464" "cole012" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3465" "cole013" 4 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3466" "cole018" 6 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3467" "cole034" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3468" "cole043" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3469" "cole056" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3470" "cole059" 2 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3471" "cole060" 8 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3472" "cole083" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3473" "cole101" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3474" "cole108" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3475" "cole137" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3476" "cole151" 1 "w1g4p4" "melos1" "7/28/2016" "" "cole"
"3477" "cole001" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3478" "cole002" 2 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3479" "cole005" 5 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3480" "cole015" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3481" "cole106" 2 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3482" "cole107" 1 "w1g4p4" "tricpl" "7/28/2016" "" "cole"
"3483" "cole001" 3 "w1g4p5" "manies" "7/29/2016" "" "cole"
"3484" "cole017" 1 "w1g4p5" "manies" "7/29/2016" "" "cole"
"3485" "cole018" 1 "w1g4p5" "manies" "7/29/2016" "" "cole"
"3486" "cole044" 1 "w1g4p5" "manies" "7/29/2016" "" "cole"
"3487" "cole116" 1 "w1g4p5" "manies" "7/29/2016" "" "cole"
"3488" "cole001" 30 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3489" "cole002" 20 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3490" "cole009" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3491" "cole015" 2 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3492" "cole018" 2 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3493" "cole043" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3494" "cole060" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3495" "cole070" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3496" "cole071" 5 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3497" "cole075" 3 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3498" "cole082" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3499" "cole083" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3500" "cole149" 1 "w1g4p5" "melos1" "7/29/2016" "" "cole"
"3501" "cole001" 3 "w1g4p6" "cordte" "7/25/2016" "" "cole"
"3502" "cole002" 1 "w1g4p6" "cordte" "7/25/2016" "" "cole"
"3503" "cole059" 1 "w1g4p6" "cordte" "7/25/2016" "" "cole"
"3504" "cole069" 1 "w1g4p6" "cordte" "7/25/2016" "" "cole"
"3505" "cole003" 3 "w1g4p6" "karipa" "7/25/2016" "" "cole"
"3506" "cole028" 1 "w1g4p6" "karipa" "7/25/2016" "" "cole"
"3507" "cole056" 1 "w1g4p6" "karipa" "7/25/2016" "" "cole"
"3508" "cole059" 1 "w1g4p6" "karipa" "7/25/2016" "" "cole"
"3509" "cole003" 1 "w1g4p6" "macata" "7/25/2016" "" "cole"
"3510" "cole001" 9 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3511" "cole002" 6 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3512" "cole003" 5 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3513" "cole009" 1 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3514" "cole013" 1 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3515" "cole037" 2 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3516" "cole068" 1 "w1g4p6" "melamu" "7/25/2016" "" "cole"
"3517" "cole001" 72 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3518" "cole002" 16 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3519" "cole003" 7 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3520" "cole005" 24 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3521" "cole007" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3522" "cole013" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3523" "cole015" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3524" "cole028" 3 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3525" "cole034" 4 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3526" "cole037" 4 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3527" "cole050" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3528" "cole052" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3529" "cole060" 4 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3530" "cole068" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3531" "cole070" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3532" "cole071" 2 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3533" "cole072" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3534" "cole073" 1 "w1g4p6" "melos1" "7/25/2016" "" "cole"
"3535" "cole001" 8 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3536" "cole002" 13 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3537" "cole003" 4 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3538" "cole013" 1 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3539" "cole022" 1 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3540" "cole037" 2 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3541" "cole070" 1 "w1g4p6" "premob" "7/25/2016" "" "cole"
"3542" "cole001" 3 "w1g4p6" "tricpl" "7/25/2016" "" "cole"
"3543" "cole002" 19 "w1g4p6" "tricpl" "7/25/2016" "" "cole"
"3544" "cole070" 1 "w1g4p6" "tricpl" "7/25/2016" "" "cole"
"3545" "cole071" 1 "w1g4p6" "tricpl" "7/25/2016" "" "cole"
"3546" "cole001" 1 "w1g5p1" "macata" "7/20/2016" "" "cole"
"3547" "cole002" 1 "w1g5p1" "macata" "7/20/2016" "" "cole"
"3548" "cole003" 25 "w1g5p1" "macata" "7/20/2016" "" "cole"
"3549" "cole075" 1 "w1g5p1" "macata" "7/20/2016" "" "cole"
"3550" "cole001" 24 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3551" "cole002" 11 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3552" "cole003" 21 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3553" "cole007" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3554" "cole008" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3555" "cole013" 2 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3556" "cole015" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3557" "cole017" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3558" "cole018" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3559" "cole022" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3560" "cole026" 2 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3561" "cole034" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3562" "cole038" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3563" "cole059" 3 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3564" "cole062" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3565" "cole076" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3566" "cole077" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3567" "cole078" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3568" "cole137" 1 "w1g5p1" "melamu" "7/20/2016" "" "cole"
"3569" "cole002" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3570" "cole003" 7 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3571" "cole008" 4 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3572" "cole022" 2 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3573" "cole062" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3574" "cole137" 1 "w1g5p1" "prems1" "7/20/2016" "" "cole"
"3575" "cole001" 22 "w1g5p1" "tremor" "7/20/2016" "" "cole"
"3576" "cole002" 20 "w1g5p1" "tremor" "7/20/2016" "" "cole"
"3577" "cole003" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole"
"3578" "cole018" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole"
"3579" "cole060" 2 "w1g5p1" "tremor" "7/20/2016" "" "cole"
"3580" "cole001" 9 "w1g5p1" "tricpl" "7/20/2016" "" "cole"
"3581" "cole002" 10 "w1g5p1" "tricpl" "7/20/2016" "" "cole"
"3582" "cole003" 6 "w1g5p1" "tricpl" "7/20/2016" "" "cole"
"3583" "cole013" 1 "w1g5p1" "tricpl" "7/20/2016" "" "cole"
"3584" "cole001" 28 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3585" "cole002" 11 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3586" "cole008" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3587" "cole011" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3588" "cole015" 6 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3589" "cole027" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3590" "cole042" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3591" "cole059" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3592" "cole062" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3593" "cole116" 1 "w1g5p2" "melamu" "7/16/2016" "" "cole"
"3594" "cole001" 7 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3595" "cole002" 8 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3596" "cole003" 1 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3597" "cole009" 5 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3598" "cole015" 2 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3599" "cole017" 3 "w1g5p2" "piptar" "7/16/2016" "" "cole"
"3600" "cole001" 2 "w1g5p2" "solatu" "7/16/2016" "" "cole"
"3601" "cole009" 2 "w1g5p2" "solatu" "7/16/2016" "" "cole"
"3602" "cole014" 1 "w1g5p2" "solatu" "7/16/2016" "" "cole"
"3603" "cole001" 28 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3604" "cole002" 25 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3605" "cole003" 4 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3606" "cole013" 1 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3607" "cole015" 1 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3608" "cole017" 17 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3609" "cole097" 1 "w1g5p2" "trems1" "7/16/2016" "" "cole"
"3610" "cole001" 3 "w1g5p3" "piptar" "7/18/2016" "" "cole"
"3611" "cole002" 5 "w1g5p3" "piptar" "7/18/2016" "" "cole"
"3612" "cole009" 11 "w1g5p3" "piptar" "7/18/2016" "" "cole"
"3613" "cole015" 1 "w1g5p3" "piptar" "7/18/2016" "" "cole"
"3614" "cole001" 11 "w1g5p3" "prems1" "7/18/2016" "" "cole"
"3615" "cole002" 4 "w1g5p3" "prems1" "7/18/2016" "" "cole"
"3616" "cole052" 1 "w1g5p3" "prems1" "7/18/2016" "" "cole"
"3617" "cole062" 1 "w1g5p3" "prems1" "7/18/2016" "" "cole"
"3618" "cole001" 11 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3619" "cole002" 1 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3620" "cole003" 4 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3621" "cole009" 2 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3622" "cole013" 1 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3623" "cole017" 4 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3624" "cole116" 1 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3625" "cole150" 1 "w1g5p4" "cordte" "7/19/2016" "" "cole"
"3626" "cole001" 83 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3627" "cole002" 13 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3628" "cole013" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3629" "cole013" 5 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3630" "cole022" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3631" "cole045" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3632" "cole045" 2 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3633" "cole059" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3634" "cole079" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3635" "cole080" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3636" "cole081" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3637" "cole095" 1 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3638" "cole116" 2 "w1g5p4" "melamu" "7/19/2016" "" "cole"
"3639" "cole001" 66 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3640" "cole002" 31 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3641" "cole009" 7 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3642" "cole010" 1 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3643" "cole017" 34 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3644" "cole030" 8 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3645" "cole052" 1 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3646" "cole068" 1 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3647" "cole081" 5 "w1g5p4" "piptar" "7/19/2016" "" "cole"
"3648" "cole001" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3649" "cole003" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3650" "cole009" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3651" "cole026" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3652" "cole036" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3653" "cole058" 1 "w1g5p5" "ficucg" "7/22/2016" "" "cole"
"3654" "cole001" 3 "w1g5p5" "ficuco" "7/22/2016" "" "cole"
"3655" "cole001" 16 "w1g5p5" "macaqu" "7/22/2016" "" "cole"
"3656" "cole002" 1 "w1g5p5" "macaqu" "7/22/2016" "" "cole"
"3657" "cole017" 1 "w1g5p5" "macaqu" "7/22/2016" "" "cole"
"3658" "cole044" 1 "w1g5p5" "macaqu" "7/22/2016" "" "cole"
"3659" "cole059" 1 "w1g5p5" "macaqu" "7/22/2016" "" "cole"
"3660" "cole001" 2 "w1g5p5" "macata" "7/22/2016" "" "cole"
"3661" "cole009" 1 "w1g5p5" "macata" "7/22/2016" "" "cole"
"3662" "cole130" 1 "w1g5p5" "melamu" "7/19/2016" "" "cole"
"3663" "cole001" 183 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3664" "cole002" 83 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3665" "cole003" 13 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3666" "cole009" 51 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3667" "cole017" 5 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3668" "cole018" 2 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3669" "cole030" 2 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3670" "cole044" 3 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3671" "cole060" 2 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3672" "cole061" 1 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3673" "cole062" 1 "w1g5p5" "piptar" "7/22/2016" "" "cole"
"3674" "cole116" 1 "w1g5p5" "piptar" "7/19/2016" "" "cole"
"3675" "cole001" 6 "w1g5p5" "prems1" "7/22/2016" "" "cole"
"3676" "cole002" 1 "w1g5p5" "prems1" "7/22/2016" "" "cole"
"3677" "cole002" 2 "w1g5p6" "piptar" "7/21/2016" "" "cole"
"3678" "cole003" 4 "w1g5p6" "piptar" "7/21/2016" "" "cole"
"3679" "cole009" 1 "w1g5p6" "piptar" "7/21/2016" "" "cole"
"3680" "cole044" 1 "w1g5p6" "piptar" "7/21/2016" "" "cole"
"3681" "cole059" 1 "w1g5p6" "piptar" "7/21/2016" "" "cole"
"3682" "cole001" 6 "w1g5p6" "tricpl" "7/21/2016" "" "cole"
"3683" "cole002" 1 "w1g5p6" "tricpl" "7/21/2016" "" "cole"
"3684" "cole003" 4 "w1g5p6" "tricpl" "7/21/2016" "" "cole"
"3685" "cole044" 1 "w1g5p6" "tricpl" "7/21/2016" "" "cole"
"3686" "cole001" 12 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3687" "cole002" 10 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3688" "cole003" 10 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3689" "cole009" 6 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3690" "cole026" 1 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3691" "cole030" 1 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3692" "cole099" 1 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3693" "cole116" 1 "w1g6p1" "piptar" "7/15/2016" "" "cole"
"3694" "cole001" 2 "w1g6p1" "tremor" "7/15/2016" "" "cole"
"3695" "cole002" 2 "w1g6p1" "tremor" "7/15/2016" "" "cole"
"3696" "cole007" 2 "w1g6p1" "tremor" "7/15/2016" "" "cole"
"3697" "cole098" 1 "w1g6p1" "tremor" "7/15/2016" "" "cole"
"3698" "cole001" 4 "w1g6p2" "breyce" "7/13/2016" "" "cole"
"3699" "cole002" 1 "w1g6p2" "breyce" "7/13/2016" "" "cole"
"3700" "cole003" 3 "w1g6p2" "breyce" "7/13/2016" "" "cole"
"3701" "cole004" 1 "w1g6p2" "breyce" "7/13/2016" "" "cole"
"3702" "cole131" 1 "w1g6p2" "homano" "7/13/2016" "" "cole"
"3703" "cole001" 7 "w1g6p2" "macata" "7/13/2016" "" "cole"
"3704" "cole003" 11 "w1g6p2" "macata" "7/13/2016" "" "cole"
"3705" "cole022" 1 "w1g6p2" "macata" "7/13/2016" "" "cole"
"3706" "cole027" 1 "w1g6p2" "macata" "7/13/2016" "" "cole"
"3707" "cole001" 3 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3708" "cole002" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3709" "cole003" 3 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3710" "cole007" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3711" "cole022" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3712" "cole026" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3713" "cole030" 5 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3714" "cole068" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3715" "cole081" 3 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3716" "cole101" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3717" "cole102" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3718" "cole113" 1 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3719" "cole116" 3 "w1g6p2" "melamu" "7/13/2016" "" "cole"
"3720" "cole001" 21 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3721" "cole002" 53 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3722" "cole003" 47 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3723" "cole008" 2 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3724" "cole009" 21 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3725" "cole012" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3726" "cole018" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3727" "cole022" 3 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3728" "cole026" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3729" "cole035" 5 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3730" "cole104" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3731" "cole112" 5 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3732" "cole113" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3733" "cole116" 16 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3734" "cole118" 3 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3735" "cole119" 8 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3736" "cole122" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3737" "cole124" 3 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3738" "cole130" 2 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3739" "cole131" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3740" "cole132" 2 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3741" "cole133" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3742" "cole134" 1 "w1g6p2" "piptar" "7/13/2016" "" "cole"
"3743" "cole001" 4 "w1g6p2" "premob" "7/13/2016" "" "cole"
"3744" "cole003" 5 "w1g6p2" "premob" "7/13/2016" "" "cole"
"3745" "cole100" 1 "w1g6p2" "premob" "7/13/2016" "" "cole"
"3746" "cole118" 1 "w1g6p2" "premob" "7/13/2016" "" "cole"
"3747" "cole001" 5 "w1g6p2" "tremor" "7/13/2016" "" "cole"
"3748" "cole002" 4 "w1g6p2" "tremor" "7/13/2016" "" "cole"
"3749" "cole003" 6 "w1g6p2" "tremor" "7/13/2016" "" "cole"
"3750" "cole008" 1 "w1g6p2" "tremor" "7/13/2016" "" "cole"
"3751" "cole026" 1 "w1g6p2" "tremor" "7/13/2016" "" "cole"
