"morphotype" "no" "size" "scale" "scl" "notes" "NA" "nscl" "rsize"
"389" "aran017" 5 5.6 "1 cm" 1 "" "aran" 10 0.56
"390" "aran017" 6 5.4 "1 cm" 1 "" "aran" 10 0.54
"391" "aran017" 7 8 "" 0.5 "" "aran" 20 0.4
"392" "aran017" 8 9.6 "" 0.5 "" "aran" 20 0.48
"393" "aran017" 9 7.3 "1 cm" 1 "" "aran" 10 0.73
"394" "aran018" 1 6.5 "" 0.5 "" "aran" 20 0.325
"395" "aran018" 2 7.2 "1 cm" 1 "" "aran" 10 0.72
"396" "aran018" 3 6.7 "" 0.5 "" "aran" 20 0.335
"397" "aran018" 4 4.5 "" 0.5 "" "aran" 20 0.225
"398" "aran018" 5 6.1 "" 0.5 "" "aran" 20 0.305
"399" "aran018" 6 5.7 "1 cm" 1 "" "aran" 10 0.57
"400" "aran018" 7 6.6 "1 cm" 1 "" "aran" 10 0.66
"401" "aran018" 8 7.3 "" 0.5 "" "aran" 20 0.365
"402" "aran019" 1 8.9 "" 0.5 "" "aran" 20 0.445
"403" "aran019" 2 6.7 "" 0.5 "" "aran" 20 0.335
"404" "aran019" 3 6.1 "1 cm" 1 "" "aran" 10 0.61
"405" "aran019" 4 6 "1 cm" 1 "" "aran" 10 0.6
"406" "aran019" 5 7.8 "" 0.5 "" "aran" 20 0.39
"407" "aran019" 6 7.7 "" 0.5 "" "aran" 20 0.385
"408" "aran019" 7 6.1 "1 cm" 1 "" "aran" 10 0.61
"409" "aran019" 8 7.2 "" 0.5 "" "aran" 20 0.36
"410" "aran019" 9 6.1 "1 cm" 1 "" "aran" 10 0.61
"411" "aran019" 10 7.6 "" 0.5 "" "aran" 20 0.38
"412" "aran019" 11 5.4 "1 cm" 1 "" "aran" 10 0.54
"413" "aran019" 12 4.6 "" 0.5 "" "aran" 20 0.23
"414" "aran019" 13 7.1 "" 0.5 "" "aran" 20 0.355
"415" "aran019" 14 7.5 "" 0.5 "" "aran" 20 0.375
"416" "aran019" 15 6 "1 cm" 1 "" "aran" 10 0.6
"417" "aran019" 16 8.9 "" 0.5 "" "aran" 20 0.445
"418" "aran019" 17 9.7 "" 0.5 "" "aran" 20 0.485
"419" "aran019" 18 5.3 "1 cm" 1 "" "aran" 10 0.53
"420" "aran019" 19 9.5 "" 0.5 "" "aran" 20 0.475
"421" "aran019" 20 5.5 "" 0.5 "" "aran" 20 0.275
"422" "aran020" 1 6.5 "" 0.5 "" "aran" 20 0.325
"423" "aran020" 2 6.6 "" 0.5 "" "aran" 20 0.33
"424" "aran020" 3 5.6 "" 0.5 "" "aran" 20 0.28
"425" "aran020" 4 6.5 "" 0.5 "" "aran" 20 0.325
"426" "aran020" 5 6.7 "" 0.5 "" "aran" 20 0.335
"427" "aran020" 6 5.3 "" 0.5 "" "aran" 20 0.265
"428" "aran020" 7 5.7 "" 0.5 "" "aran" 20 0.285
"429" "aran020" 8 4.5 "" 0.5 "" "aran" 20 0.225
"430" "aran020" 9 4.4 "" 0.5 "" "aran" 20 0.22
"431" "aran020" 10 7.1 "" 0.5 "" "aran" 20 0.355
"432" "aran020" 11 4.7 "" 0.5 "" "aran" 20 0.235
"433" "aran020" 12 5.6 "" 0.5 "" "aran" 20 0.28
"434" "aran020" 13 4.6 "" 0.5 "" "aran" 20 0.23
"435" "aran021" 1 4.5 "" 0.5 "" "aran" 20 0.225
"436" "aran021" 2 6.5 "1 cm" 1 "" "aran" 10 0.65
"437" "aran021" 3 6.8 "" 0.5 "" "aran" 20 0.34
"438" "aran021" 4 5.6 "1 cm" 1 "" "aran" 10 0.56
"439" "aran021" 5 7.4 "" 0.5 "" "aran" 20 0.37
"440" "aran021" 6 8 "" 0.5 "" "aran" 20 0.4
"441" "aran021" 7 6.6 "" 0.5 "" "aran" 20 0.33
"442" "aran021" 8 5.4 "1 cm" 1 "" "aran" 10 0.54
"443" "aran021" 9 8.6 "" 0.5 "" "aran" 20 0.43
"444" "aran021" 10 6.8 "" 0.5 "" "aran" 20 0.34
"445" "aran021" 11 8.7 "" 0.5 "" "aran" 20 0.435
"446" "aran021" 12 7.4 "" 0.5 "" "aran" 20 0.37
"447" "aran021" 13 7 "" 0.5 "" "aran" 20 0.35
"448" "aran021" 14 7.9 "1 cm" 1 "" "aran" 10 0.79
"449" "aran021" 15 7 "1 cm" 1 "" "aran" 10 0.7
"450" "aran021" 16 7.4 "" 0.5 "" "aran" 20 0.37
"451" "aran021" 17 7.9 "" 0.5 "" "aran" 20 0.395
"452" "aran021" 18 10 "" 0.5 "" "aran" 20 0.5
"453" "aran021" 19 8.8 "" 0.5 "" "aran" 20 0.44
"454" "aran021" 20 8.5 "" 0.5 "" "aran" 20 0.425
"455" "aran022" 1 6.2 "1 cm" 1 "" "aran" 10 0.62
"456" "aran022" 2 8.9 "" 0.5 "" "aran" 20 0.445
"457" "aran022" 3 6.4 "" 0.5 "" "aran" 20 0.32
"458" "aran022" 4 9.1 "" 0.5 "" "aran" 20 0.455
"459" "aran022" 5 6.9 "" 0.5 "" "aran" 20 0.345
"460" "aran022" 6 6.5 "" 0.5 "" "aran" 20 0.325
"461" "aran022" 7 8.1 "" 0.5 "" "aran" 20 0.405
"462" "aran022" 8 6 "" 0.5 "" "aran" 20 0.3
"463" "aran022" 9 4.9 "" 0.5 "" "aran" 20 0.245
"464" "aran022" 10 8.3 "" 0.5 "" "aran" 20 0.415
"465" "aran022" 11 4.8 "" 0.5 "" "aran" 20 0.24
"466" "aran022" 12 5.9 "" 0.5 "" "aran" 20 0.295
"467" "aran022" 13 8.9 "" 0.5 "" "aran" 20 0.445
"468" "aran022" 14 5.6 "1 cm" 1 "" "aran" 10 0.56
"469" "aran022" 15 5.9 "1 cm" 1 "" "aran" 10 0.59
"470" "aran022" 16 9.2 "" 0.5 "" "aran" 20 0.46
"471" "aran022" 17 8.4 "" 0.5 "" "aran" 20 0.42
"472" "aran022" 18 8 "" 0.5 "" "aran" 20 0.4
"473" "aran022" 19 6.7 "" 0.5 "" "aran" 20 0.335
"474" "aran022" 20 3.8 "" 0.5 "" "aran" 20 0.19
"475" "aran023" 1 4.6 "" 0.5 "" "aran" 20 0.23
"476" "aran023" 2 7.5 "" 0.5 "" "aran" 20 0.375
"477" "aran023" 3 3.4 "" 0.5 "" "aran" 20 0.17
"478" "aran023" 4 6 "" 0.5 "" "aran" 20 0.3
"479" "aran023" 5 4.8 "" 0.5 "" "aran" 20 0.24
"480" "aran023" 6 4.9 "" 0.5 "" "aran" 20 0.245
"481" "aran023" 7 5.5 "" 0.5 "" "aran" 20 0.275
"482" "aran023" 8 5.5 "" 0.5 "" "aran" 20 0.275
"483" "aran023" 9 4.9 "" 0.5 "" "aran" 20 0.245
"484" "aran023" 10 5.1 "" 0.5 "" "aran" 20 0.255
"485" "aran024" 1 5.9 "" 0.5 "" "aran" 20 0.295
"486" "aran024" 2 6.5 "" 0.5 "" "aran" 20 0.325
"487" "aran024" 3 7.2 "1 cm" 1 "" "aran" 10 0.72
"488" "aran024" 4 9.7 "" 0.5 "" "aran" 20 0.485
"489" "aran024" 5 6.8 "" 0.5 "" "aran" 20 0.34
"490" "aran024" 6 8 "" 0.5 "" "aran" 20 0.4
"491" "aran024" 7 9.2 "" 0.5 "" "aran" 20 0.46
"492" "aran024" 8 5.8 "1 cm" 1 "" "aran" 10 0.58
"493" "aran024" 9 8.4 "" 0.5 "" "aran" 20 0.42
"494" "aran024" 10 6.3 "" 0.5 "" "aran" 20 0.315
"495" "aran024" 11 6 "1 cm" 1 "" "aran" 10 0.6
"496" "aran024" 12 6.3 "1 cm" 1 "" "aran" 10 0.63
"497" "aran024" 13 7.1 "" 0.5 "" "aran" 20 0.355
"498" "aran024" 14 7.8 "" 0.5 "" "aran" 20 0.39
"499" "aran024" 15 7.1 "" 0.5 "" "aran" 20 0.355
"500" "aran024" 16 5.6 "1 cm" 1 "" "aran" 10 0.56
"501" "aran024" 17 7.9 "" 0.5 "" "aran" 20 0.395
"502" "aran024" 18 6.3 "1 cm" 1 "" "aran" 10 0.63
"503" "aran024" 19 5.5 "1 cm" 1 "" "aran" 10 0.55
"504" "aran024" 20 5.9 "1 cm" 1 "" "aran" 10 0.59
"505" "aran025" 1 6.3 "1 cm" 1 "" "aran" 10 0.63
"506" "aran025" 2 7.6 "1 cm" 1 "" "aran" 10 0.76
"507" "aran025" 3 8.1 "1 cm" 1 "" "aran" 10 0.81
"508" "aran025" 4 5.9 "1 cm" 1 "" "aran" 10 0.59
"509" "aran025" 5 9.8 "1 cm" 1 "" "aran" 10 0.98
"510" "aran025" 6 7.5 "1 cm" 1 "" "aran" 10 0.75
"511" "aran025" 7 5.1 "1 cm" 1 "" "aran" 10 0.51
"512" "aran025" 8 8.6 "" 0.5 "" "aran" 20 0.43
"513" "aran025" 9 7.8 "" 0.5 "" "aran" 20 0.39
"514" "aran025" 10 6.1 "1 cm" 1 "" "aran" 10 0.61
"515" "aran025" 11 9.1 "1 cm" 1 "" "aran" 10 0.91
"516" "aran025" 12 6.3 "1 cm" 1 "" "aran" 10 0.63
"517" "aran025" 13 8.8 "1 cm" 1 "" "aran" 10 0.88
"518" "aran025" 14 5.8 "1 cm" 1 "" "aran" 10 0.58
"519" "aran025" 15 7.8 "1 cm" 1 "" "aran" 10 0.78
"520" "aran025" 16 5 "1 cm" 1 "" "aran" 10 0.5
"521" "aran025" 17 8.4 "" 0.5 "" "aran" 20 0.42
"522" "aran025" 18 6.7 "1 cm" 1 "" "aran" 10 0.67
"523" "aran025" 19 9.2 "1 cm" 1 "" "aran" 10 0.92
"524" "aran025" 20 7.6 "1 cm" 1 "" "aran" 10 0.76
"525" "aran026" 1 7.4 "" 0.5 "" "aran" 20 0.37
"526" "aran026" 2 9.5 "" 0.5 "" "aran" 20 0.475
"527" "aran027" 1 6.8 "" 0.5 "" "aran" 20 0.34
"528" "aran028" 1 5.9 "" 0.5 "" "aran" 20 0.295
"529" "aran028" 2 4.5 "" 0.5 "" "aran" 20 0.225
"530" "aran028" 3 4.9 "" 0.5 "" "aran" 20 0.245
"531" "aran029" 1 7.1 "" 0.5 "" "aran" 20 0.355
"532" "aran029" 2 9.5 "" 0.5 "" "aran" 20 0.475
"533" "aran029" 3 7.5 "" 0.5 "" "aran" 20 0.375
"534" "aran029" 4 6.6 "1 cm" 1 "" "aran" 10 0.66
"535" "aran029" 5 5.5 "1 cm" 1 "" "aran" 10 0.55
"536" "aran029" 6 6.1 "1 cm" 1 "" "aran" 10 0.61
"537" "aran030" 1 3 "cm" 1 "" "aran" 1 3
"538" "aran030" 2 4 "cm" 1 "" "aran" 1 4
"539" "aran031" 1 6.9 "1 cm" 1 "" "aran" 10 0.69
"540" "aran031" 2 6.4 "1 cm" 1 "" "aran" 10 0.64
"541" "aran031" 3 7.3 "1 cm" 1 "" "aran" 10 0.73
"542" "aran031" 4 8.1 "1 cm" 1 "" "aran" 10 0.81
"543" "aran031" 5 8.2 "1 cm" 1 "" "aran" 10 0.82
"544" "aran031" 6 6.8 "1 cm" 1 "" "aran" 10 0.68
"545" "aran031" 7 7.2 "1 cm" 1 "" "aran" 10 0.72
"546" "aran032" 1 5.4 "1 cm" 1 "" "aran" 10 0.54
"547" "aran032" 2 3.7 "" 0.5 "" "aran" 20 0.185
"548" "aran032" 3 8.1 "" 0.5 "" "aran" 20 0.405
"549" "aran032" 4 8.2 "" 0.5 "" "aran" 20 0.41
"550" "aran032" 5 6.7 "" 0.5 "" "aran" 20 0.335
"551" "aran032" 6 9.3 "" 0.5 "" "aran" 20 0.465
"552" "aran032" 7 9.3 "" 0.5 "" "aran" 20 0.465
"553" "aran032" 8 8.3 "" 0.5 "" "aran" 20 0.415
"554" "aran032" 9 8.8 "" 0.5 "" "aran" 20 0.44
"555" "aran032" 10 9.6 "" 0.5 "" "aran" 20 0.48
"556" "aran032" 11 8.4 "" 0.5 "" "aran" 20 0.42
"557" "aran032" 12 8.5 "" 0.5 "" "aran" 20 0.425
"558" "aran032" 13 10 "" 0.5 "" "aran" 20 0.5
"559" "aran032" 14 5.4 "1 cm" 1 "" "aran" 10 0.54
"560" "aran032" 15 9.2 "" 0.5 "" "aran" 20 0.46
"561" "aran032" 16 9.1 "" 0.5 "" "aran" 20 0.455
"562" "aran032" 17 6.4 "" 0.5 "" "aran" 20 0.32
"563" "aran032" 18 9.2 "" 0.5 "" "aran" 20 0.46
"564" "aran032" 19 7.6 "" 0.5 "" "aran" 20 0.38
"565" "aran032" 20 9.3 "" 0.5 "" "aran" 20 0.465
"566" "aran033" 1 8.8 "1 cm" 1 "" "aran" 10 0.88
"567" "aran032" 2 5.4 "1 cm" 1 "" "aran" 10 0.54
"568" "aran032" 3 9.6 "1 cm" 1 "" "aran" 10 0.96
"569" "aran032" 4 6.4 "1 cm" 1 "" "aran" 10 0.64
"570" "aran032" 5 1.3 "cm" 1 "" "aran" 1 1.3
"571" "aran032" 6 8.4 "1 cm" 1 "" "aran" 10 0.84
"572" "aran032" 7 10 "1 cm" 1 "" "aran" 10 1
"573" "aran034" 1 5.3 "1 cm" 1 "" "aran" 10 0.53
"574" "aran034" 2 6.4 "1 cm" 1 "" "aran" 10 0.64
"575" "aran034" 3 6.5 "1 cm" 1 "" "aran" 10 0.65
"576" "aran034" 4 7.1 "1 cm" 1 "" "aran" 10 0.71
"577" "aran034" 5 5.8 "1 cm" 1 "" "aran" 10 0.58
"578" "aran034" 6 7.3 "1 cm" 1 "" "aran" 10 0.73
"579" "aran034" 7 9 "" 0.5 "" "aran" 20 0.45
"580" "aran034" 8 5.2 "" 0.5 "" "aran" 20 0.26
"581" "aran034" 9 4.4 "" 0.5 "" "aran" 20 0.22
"582" "aran034" 10 8.2 "1 cm" 1 "" "aran" 10 0.82
"583" "aran034" 11 7.2 "1 cm" 1 "" "aran" 10 0.72
"584" "aran034" 12 7.3 "1 cm" 1 "" "aran" 10 0.73
"585" "aran034" 13 5.9 "1 cm" 1 "" "aran" 10 0.59
"586" "aran034" 14 8.8 "" 0.5 "" "aran" 20 0.44
"587" "aran034" 15 7.1 "1 cm" 1 "" "aran" 10 0.71
"588" "aran034" 16 6.8 "1 cm" 1 "" "aran" 10 0.68
"589" "aran034" 17 10 "" 0.5 "" "aran" 20 0.5
"590" "aran034" 18 6 "1 cm" 1 "" "aran" 10 0.6
"591" "aran034" 19 5.7 "1 cm" 1 "" "aran" 10 0.57
"592" "aran034" 20 5.2 "1 cm" 1 "" "aran" 10 0.52
"593" "aran035" 1 6.2 "1 cm" 1 "" "aran" 10 0.62
"594" "aran035" 2 7 "1 cm" 1 "" "aran" 10 0.7
"595" "aran035" 3 9.4 "" 0.5 "" "aran" 20 0.47
"596" "aran035" 4 6.9 "1 cm" 1 "" "aran" 10 0.69
"597" "aran035" 5 8.5 "1 cm" 1 "" "aran" 10 0.85
"598" "aran035" 6 6.2 "1 cm" 1 "" "aran" 10 0.62
"599" "aran035" 7 8.5 "1 cm" 1 "" "aran" 10 0.85
"600" "aran035" 8 7.9 "1 cm" 1 "" "aran" 10 0.79
"601" "aran035" 9 9.1 "" 0.5 "" "aran" 20 0.455
"602" "aran035" 10 5.8 "1 cm" 1 "" "aran" 10 0.58
"603" "aran035" 11 5.6 "1 cm" 1 "" "aran" 10 0.56
"604" "aran035" 12 7.8 "1 cm" 1 "" "aran" 10 0.78
"605" "aran035" 13 7.3 "" 0.5 "" "aran" 20 0.365
"606" "aran035" 14 9.2 "" 0.5 "" "aran" 20 0.46
"607" "aran035" 15 9.8 "" 0.5 "" "aran" 20 0.49
"608" "aran035" 16 7 "" 0.5 "" "aran" 20 0.35
"609" "aran035" 17 5.6 "1 cm" 1 "" "aran" 10 0.56
"610" "aran036" 1 5.1 "" 0.5 "" "aran" 20 0.255
"611" "aran036" 2 9.4 "" 0.5 "" "aran" 20 0.47
"612" "aran036" 3 9.9 "" 0.5 "" "aran" 20 0.495
"613" "aran036" 4 5.5 "" 0.5 "" "aran" 20 0.275
"614" "aran036" 5 6.2 "1 cm" 1 "" "aran" 10 0.62
"615" "aran036" 6 6.5 "" 0.5 "" "aran" 20 0.325
"616" "aran036" 7 9.2 "" 0.5 "" "aran" 20 0.46
"617" "aran036" 8 6.9 "" 0.5 "" "aran" 20 0.345
"618" "aran036" 9 6.8 "" 0.5 "" "aran" 20 0.34
"619" "aran036" 10 9.1 "" 0.5 "" "aran" 20 0.455
"620" "aran036" 11 5.6 "1 cm" 1 "" "aran" 10 0.56
"621" "aran036" 12 7.8 "" 0.5 "" "aran" 20 0.39
"622" "aran036" 13 7.1 "" 0.5 "" "aran" 20 0.355
"623" "aran036" 14 7.1 "" 0.5 "" "aran" 20 0.355
"624" "aran036" 15 8.3 "" 0.5 "" "aran" 20 0.415
"625" "aran036" 16 9.4 "" 0.5 "" "aran" 20 0.47
"626" "aran036" 17 9.3 "" 0.5 "" "aran" 20 0.465
"627" "aran036" 18 6.2 "" 0.5 "" "aran" 20 0.31
"628" "aran036" 19 7.5 "" 0.5 "" "aran" 20 0.375
"629" "aran036" 20 8.4 "" 0.5 "" "aran" 20 0.42
"630" "aran037" 1 6.2 "1 cm" 1 "" "aran" 10 0.62
"631" "aran037" 2 6.6 "" 0.5 "" "aran" 20 0.33
"632" "aran037" 3 4.9 "" 0.5 "" "aran" 20 0.245
"633" "aran037" 4 5.7 "1 cm" 1 "" "aran" 10 0.57
"634" "aran037" 5 8.4 "" 0.5 "" "aran" 20 0.42
"635" "aran037" 6 5.4 "" 0.5 "" "aran" 20 0.27
"636" "aran037" 7 7.1 "" 0.5 "" "aran" 20 0.355
"637" "aran037" 8 9.5 "" 0.5 "" "aran" 20 0.475
"638" "aran037" 9 8.4 "" 0.5 "" "aran" 20 0.42
"639" "aran037" 10 6.5 "" 0.5 "" "aran" 20 0.325
"640" "aran037" 11 6.6 "" 0.5 "" "aran" 20 0.33
"641" "aran037" 12 8.5 "1 cm" 1 "" "aran" 10 0.85
"642" "aran037" 13 6.1 "" 0.5 "" "aran" 20 0.305
"643" "aran037" 14 2.6 "" 0.5 "" "aran" 20 0.13
"644" "aran037" 15 6.9 "" 0.5 "" "aran" 20 0.345
"645" "aran037" 16 7.1 "" 0.5 "" "aran" 20 0.355
"646" "aran037" 17 6.9 "" 0.5 "" "aran" 20 0.345
"647" "aran037" 18 7.4 "" 0.5 "" "aran" 20 0.37
"648" "aran037" 19 6.2 "1 cm" 1 "" "aran" 10 0.62
"649" "aran037" 20 6 "1 cm" 1 "" "aran" 10 0.6
"650" "aran038" 1 8.6 "" 0.5 "" "aran" 20 0.43
"651" "aran038" 2 6.4 "1 cm" 1 "" "aran" 10 0.64
"652" "aran038" 3 6.2 "1 cm" 1 "" "aran" 10 0.62
"653" "aran038" 4 7.7 "" 0.5 "" "aran" 20 0.385
"654" "aran038" 5 9.6 "" 0.5 "" "aran" 20 0.48
"655" "aran038" 6 9.7 "" 0.5 "" "aran" 20 0.485
"656" "aran038" 7 5.9 "1 cm" 1 "" "aran" 10 0.59
"657" "aran038" 8 7 "1 cm" 1 "" "aran" 10 0.7
"658" "aran038" 9 8.5 "" 0.5 "" "aran" 20 0.425
"659" "aran038" 10 8.4 "" 0.5 "" "aran" 20 0.42
"660" "aran038" 11 5.6 "1 cm" 1 "" "aran" 10 0.56
"661" "aran038" 12 5.3 "1 cm" 1 "" "aran" 10 0.53
"662" "aran038" 13 9.2 "" 0.5 "" "aran" 20 0.46
"663" "aran038" 14 6.5 "1 cm" 1 "" "aran" 10 0.65
"664" "aran038" 15 6.1 "1 cm" 1 "" "aran" 10 0.61
"665" "aran038" 16 8.6 "" 0.5 "" "aran" 20 0.43
"666" "aran038" 17 5.5 "1 cm" 1 "" "aran" 10 0.55
"667" "aran038" 18 9.3 "" 0.5 "" "aran" 20 0.465
"668" "aran038" 19 6.7 "1 cm" 1 "" "aran" 10 0.67
"669" "aran038" 20 5.8 "1 cm" 1 "" "aran" 10 0.58
"670" "aran039" 1 7.3 "" 0.5 "" "aran" 20 0.365
"671" "aran039" 2 7.4 "1 cm" 1 "" "aran" 10 0.74
"672" "aran039" 3 8.2 "1 cm" 1 "" "aran" 10 0.82
"673" "aran039" 4 7.8 "" 0.5 "" "aran" 20 0.39
"674" "aran039" 5 8.7 "" 0.5 "" "aran" 20 0.435
"675" "aran039" 6 7.8 "" 0.5 "" "aran" 20 0.39
"676" "aran039" 7 1.1 "cm" 1 "" "aran" 1 1.1
"677" "aran039" 8 7.6 "" 0.5 "" "aran" 20 0.38
"678" "aran039" 9 7.7 "" 0.5 "" "aran" 20 0.385
"679" "aran039" 10 7.7 "" 0.5 "" "aran" 20 0.385
"680" "aran039" 11 7.8 "" 0.5 "" "aran" 20 0.39
"681" "aran039" 12 8.3 "" 0.5 "" "aran" 20 0.415
"682" "aran039" 13 7.9 "" 0.5 "" "aran" 20 0.395
"683" "aran039" 14 7.1 "" 0.5 "" "aran" 20 0.355
"684" "aran039" 15 8 "" 0.5 "" "aran" 20 0.4
"685" "aran039" 16 8.9 "" 0.5 "" "aran" 20 0.445
"686" "aran039" 17 7.5 "" 0.5 "" "aran" 20 0.375
"687" "aran039" 18 5 "" 0.5 "" "aran" 20 0.25
"688" "aran039" 19 7 "" 0.5 "" "aran" 20 0.35
"689" "aran039" 20 6.2 "" 0.5 "" "aran" 20 0.31
"690" "aran040" 1 9.1 "" 0.5 "" "aran" 20 0.455
"691" "aran040" 2 1.1 "cm" 1 "" "aran" 1 1.1
"692" "aran040" 3 10 "" 0.5 "" "aran" 20 0.5
"693" "aran040" 4 6.2 "1 cm" 1 "" "aran" 10 0.62
"694" "aran040" 5 5.9 "1 cm" 1 "" "aran" 10 0.59
"695" "aran040" 6 6.5 "1 cm" 1 "" "aran" 10 0.65
"696" "aran040" 7 5.6 "1 cm" 1 "" "aran" 10 0.56
"697" "aran040" 8 5 "1 cm" 1 "" "aran" 10 0.5
"698" "aran040" 9 5 "1 cm" 1 "" "aran" 10 0.5
"699" "aran040" 10 6.5 "1 cm" 1 "" "aran" 10 0.65
"700" "aran040" 11 6.7 "1 cm" 1 "" "aran" 10 0.67
"701" "aran040" 12 9.5 "" 0.5 "" "aran" 20 0.475
"702" "aran040" 13 7.2 "1 cm" 1 "" "aran" 10 0.72
"703" "aran040" 14 8.9 "1 cm" 1 "" "aran" 10 0.89
"704" "aran040" 15 6.3 "1 cm" 1 "" "aran" 10 0.63
"705" "aran040" 16 5.5 "1 cm" 1 "" "aran" 10 0.55
"706" "aran040" 17 7 "1 cm" 1 "" "aran" 10 0.7
"707" "aran040" 18 7.9 "1 cm" 1 "" "aran" 10 0.79
"708" "aran040" 19 8.6 "1 cm" 1 "" "aran" 10 0.86
"709" "aran040" 20 9.5 "" 0.5 "" "aran" 20 0.475
"710" "aran041" 1 6.1 "1 cm" 1 "" "aran" 10 0.61
"711" "aran041" 2 8.2 "" 0.5 "" "aran" 20 0.41
"712" "aran041" 3 9 "" 0.5 "" "aran" 20 0.45
"713" "aran041" 4 10 "" 0.5 "" "aran" 20 0.5
"714" "aran041" 5 9.7 "1 cm" 1 "" "aran" 10 0.97
"715" "aran041" 6 5.6 "1 cm" 1 "" "aran" 10 0.56
"716" "aran041" 7 9.7 "" 0.5 "" "aran" 20 0.485
"717" "aran041" 8 5.6 "1 cm" 1 "" "aran" 10 0.56
"718" "aran041" 9 5 "1 cm" 1 "" "aran" 10 0.5
"719" "aran041" 10 6.2 "" 0.5 "" "aran" 20 0.31
"720" "aran041" 11 9.4 "" 0.5 "" "aran" 20 0.47
"721" "aran041" 12 6.7 "" 0.5 "" "aran" 20 0.335
"722" "aran041" 13 7.9 "" 0.5 "" "aran" 20 0.395
"723" "aran041" 14 9.3 "" 0.5 "" "aran" 20 0.465
"724" "aran041" 15 7.9 "" 0.5 "" "aran" 20 0.395
"725" "aran041" 16 5.1 "" 0.5 "" "aran" 20 0.255
"726" "aran041" 17 7.6 "1 cm" 1 "" "aran" 10 0.76
"727" "aran041" 18 1.1 "cm" 1 "" "aran" 1 1.1
"728" "aran041" 19 6.7 "" 0.5 "" "aran" 20 0.335
"729" "aran041" 20 6.9 "" 0.5 "" "aran" 20 0.345
"730" "aran042" 1 4.3 "" 0.5 "" "aran" 20 0.215
"731" "aran042" 2 5 "" 0.5 "" "aran" 20 0.25
"732" "aran042" 3 5 "" 0.5 "" "aran" 20 0.25
"733" "aran042" 4 4.7 "" 0.5 "" "aran" 20 0.235
"734" "aran042" 5 4.7 "" 0.5 "" "aran" 20 0.235
"735" "aran042" 6 5.4 "" 0.5 "" "aran" 20 0.27
"736" "aran042" 7 5.6 "" 0.5 "" "aran" 20 0.28
"737" "aran042" 8 5 "" 0.5 "" "aran" 20 0.25
"738" "aran042" 9 5.4 "" 0.5 "" "aran" 20 0.27
"739" "aran042" 10 5.4 "" 0.5 "" "aran" 20 0.27
"740" "aran042" 11 4.9 "" 0.5 "" "aran" 20 0.245
"741" "aran042" 12 4.3 "" 0.5 "" "aran" 20 0.215
"742" "aran042" 13 4.6 "" 0.5 "" "aran" 20 0.23
"743" "aran042" 14 4.3 "" 0.5 "" "aran" 20 0.215
"744" "aran042" 15 4.5 "" 0.5 "" "aran" 20 0.225
"745" "aran043" 1 5.8 "" 0.5 "" "aran" 20 0.29
"746" "aran043" 2 4.8 "" 0.5 "" "aran" 20 0.24
"747" "aran043" 3 6.5 "" 0.5 "" "aran" 20 0.325
"748" "aran043" 4 4.8 "" 0.5 "" "aran" 20 0.24
"749" "aran043" 5 6 "" 0.5 "" "aran" 20 0.3
"750" "aran043" 6 6.2 "" 0.5 "" "aran" 20 0.31
"751" "aran043" 7 7.4 "" 0.5 "" "aran" 20 0.37
"752" "aran043" 8 4.4 "" 0.5 "" "aran" 20 0.22
"753" "aran043" 9 5.5 "" 0.5 "" "aran" 20 0.275
"754" "aran043" 10 4.4 "" 0.5 "" "aran" 20 0.22
"755" "aran043" 11 6.8 "" 0.5 "" "aran" 20 0.34
"756" "aran044" 1 7.5 "" 0.5 "" "aran" 20 0.375
"757" "aran044" 2 5 "" 0.5 "" "aran" 20 0.25
"758" "aran045" 1 9.2 "" 0.5 "" "aran" 20 0.46
"759" "aran045" 2 7.9 "" 0.5 "" "aran" 20 0.395
"760" "aran045" 3 6.2 "" 0.5 "" "aran" 20 0.31
"761" "aran045" 4 7.9 "" 0.5 "" "aran" 20 0.395
"762" "aran045" 5 7.9 "" 0.5 "" "aran" 20 0.395
"763" "aran045" 6 8.6 "" 0.5 "" "aran" 20 0.43
"764" "aran046" 1 5.3 "1 cm" 1 "" "aran" 10 0.53
"765" "aran046" 2 5.5 "1 cm" 1 "" "aran" 10 0.55
"766" "aran046" 3 5.2 "1 cm" 1 "" "aran" 10 0.52
"767" "aran046" 4 6.5 "1 cm" 1 "" "aran" 10 0.65
"768" "aran046" 5 7.3 "1 cm" 1 "" "aran" 10 0.73
"769" "aran046" 6 9.2 "" 0.5 "" "aran" 20 0.46
"770" "aran046" 7 5.1 "1 cm" 1 "" "aran" 10 0.51
"771" "aran046" 8 5.2 "1 cm" 1 "" "aran" 10 0.52
"772" "aran046" 9 6.1 "1 cm" 1 "" "aran" 10 0.61
"773" "aran046" 10 8.1 "1 cm" 1 "" "aran" 10 0.81
"774" "aran046" 11 7.2 "1 cm" 1 "" "aran" 10 0.72
"775" "aran046" 12 5.5 "1 cm" 1 "" "aran" 10 0.55
"776" "aran046" 13 6.3 "1 cm" 1 "" "aran" 10 0.63
"777" "aran046" 14 9.3 "" 0.5 "" "aran" 20 0.465
"778" "aran046" 15 8.9 "" 0.5 "" "aran" 20 0.445
"779" "aran046" 16 6.1 "1 cm" 1 "" "aran" 10 0.61
"780" "aran046" 17 8.5 "" 0.5 "" "aran" 20 0.425
"781" "aran046" 18 7 "" 0.5 "" "aran" 20 0.35
