"morph" "size" "group" "a" "b" "bio"
"384" "homo021" 0.5003125 "homo" -3.2 2.35 0.00800709237555072
"385" "homo022" 0.61 "homo" -3.2 2.35 0.0127580050636211
"386" "homo023" 0.52 "homo" -3.2 2.35 0.00876729289256568
"387" "homo024" 0.39 "homo" -3.2 2.35 0.00445922600866862
"388" "homo025" 0.6 "homo" -3.2 2.35 0.0122719364128846
"389" "lepi001" 0.485 "lepi" -5.44 2.55 0.000685613644375752
"390" "lepi002" 0.62 "lepi" -5.44 2.55 0.00128243932445544
"391" "lepi003" 1.295 "lepi" -5.44 2.55 0.00838930392013602
"392" "lepi004" 0.9235 "lepi" -5.44 2.55 0.00354243681679983
"393" "lepi005" 1.4855 "lepi" -5.44 2.55 0.0119045584474607
"394" "lepi006" 2.82 "lepi" -5.44 2.55 0.0610341983400154
"395" "lepi007" 1.378 "lepi" -5.44 2.55 0.00982932111381863
"396" "lepi008" 1.192 "lepi" -5.44 2.55 0.00679113665592458
"397" "lepi009" 2.165 "lepi" -5.44 2.55 0.0311068235132794
"398" "lepi010" 1.45578947368421 "lepi" -5.44 2.55 0.0113067915128046
"399" "lepi011" 1.4065 "lepi" -5.44 2.55 0.0103560549585024
"400" "lepi012" 2.365 "lepi" -5.44 2.55 0.038967939148976
"401" "lepi014" 1.61333333333333 "lepi" -5.44 2.55 0.014693812410807
"402" "lepi015" 2.65 "lepi" -5.44 2.55 0.0520852792566094
"403" "lepi016" 2.3255 "lepi" -5.44 2.55 0.0373297168061669
"404" "lepi017" 1.04 "lepi" -5.44 2.55 0.00479593218675513
"405" "lepi019" 0.8695 "lepi" -5.44 2.55 0.00303791391821262
"406" "lepi020" 1.642 "lepi" -5.44 2.55 0.0153687858111791
"407" "lepi021" 1.13 "lepi" -5.44 2.55 0.00592636027191399
"408" "lepi022" 1.05333333333333 "lepi" -5.44 2.55 0.00495428378408856
"409" "lepi023" 0.898 "lepi" -5.44 2.55 0.0032983191550224
"410" "lepi024" 0.872727272727273 "lepi" -5.44 2.55 0.00306674958759494
"411" "lepi025" 0.53 "lepi" -5.44 2.55 0.000859689229807894
"412" "lepi026" 4.5 "lepi" -5.44 2.55 0.200969396603222
"413" "lepi027" 1.56 "lepi" -5.44 2.55 0.0134867014640289
"414" "lepi028" 2.12071428571429 "lepi" -5.44 2.55 0.029509885970226
"415" "lepi029" 1.684 "lepi" -5.44 2.55 0.0163911845738003
"416" "lepi030" 0.683636363636364 "lepi" -5.44 2.55 0.00164528888889601
"417" "lepi031" 1.1 "lepi" -5.44 2.55 0.0055333655971253
"418" "lepi032" 0.88625 "lepi" -5.44 2.55 0.00318938135722725
"419" "lepi033" 2.9 "lepi" -5.44 2.55 0.0655470141411658
"420" "lepi034" 1.26666666666667 "lepi" -5.44 2.55 0.0079291565101383
"421" "lepi035" 2.6 "lepi" -5.44 2.55 0.0496158065696229
"422" "lepi036" 0.851 "lepi" -5.44 2.55 0.00287579812793616
"423" "lepi037" 1.041 "lepi" -5.44 2.55 0.00480770020801148
"424" "lepi038" 2.312 "lepi" -5.44 2.55 0.0367795985253858
"425" "lepi039" 1.32571428571429 "lepi" -5.44 2.55 0.00890605465029376
"426" "lepi040" 1.545 "lepi" -5.44 2.55 0.0131584777981561
"427" "lepi041" 1.736 "lepi" -5.44 2.55 0.0177129055389304
"428" "lepi042" 1.468 "lepi" -5.44 2.55 0.0115501988234662
"429" "lepi043" 0.9575 "lepi" -5.44 2.55 0.00388456071854668
"430" "lepi044" 1.558 "lepi" -5.44 2.55 0.0134426541228328
"431" "lepi045" 0.786666666666667 "lepi" -5.44 2.55 0.00235344702228767
"432" "lepi047" 1.00666666666667 "lepi" -5.44 2.55 0.00441363610312492
"433" "lepi048" 0.31 "lepi" -5.44 2.55 0.00021898296800638
"434" "lepi049" 1.4485 "lepi" -5.44 2.55 0.0111629811728246
"435" "lepi050" 2.46055555555556 "lepi" -5.44 2.55 0.0431094632115204
"436" "lepi051" 1.592 "lepi" -5.44 2.55 0.0142034167506784
"437" "lepi052" 0.944 "lepi" -5.44 2.55 0.00374642121353125
"438" "lepi053" 1.72 "lepi" -5.44 2.55 0.0172995799452369
"439" "lepi054" 1.44 "lepi" -5.44 2.55 0.0109966998992915
"440" "lepi055" 1.39333333333333 "lepi" -5.44 2.55 0.0101106327896848
"441" "lepi056" 1.39333333333333 "lepi" -5.44 2.55 0.0101106327896848
"442" "lepi057" 1.28 "lepi" -5.44 2.55 0.00814373139820194
"443" "lepi058" 0.96 "lepi" -5.44 2.55 0.00391047634113971
"444" "lepi059" 2.83333333333333 "lepi" -5.44 2.55 0.0617727704519479
"445" "lepi060" 2.65 "lepi" -5.44 2.55 0.0520852792566094
"446" "lepi061" 1.30533333333333 "lepi" -5.44 2.55 0.00856106236730207
"447" "lepi062" 0.74 "lepi" -5.44 2.55 0.00201362643379644
"448" "lepi063" 1.08 "lepi" -5.44 2.55 0.00528042155175789
"449" "lepi064" 2.75 "lepi" -5.44 2.55 0.0572448455180778
"450" "lepi065" 1.36 "lepi" -5.44 2.55 0.00950522134930523
"451" "lepi066" 0.94 "lepi" -5.44 2.55 0.00370607364502158
"452" "lepi067" 1.1 "lepi" -5.44 2.55 0.0055333655971253
"453" "lepi068" 0.72 "lepi" -5.44 2.55 0.0018777418442349
"454" "lepi069" 0.918888888888889 "lepi" -5.44 2.55 0.00349750761496835
"455" "lepi070" 1.403 "lepi" -5.44 2.55 0.0102904668883998
"456" "lepi071" 0.9 "lepi" -5.44 2.55 0.00331708360301931
"457" "lepi072" 0.714 "lepi" -5.44 2.55 0.00183809713647412
"458" "lepi073" 0.395 "lepi" -5.44 2.55 0.000406219355042721
"459" "lepi074" 0.69 "lepi" -5.44 2.55 0.00168462483882912
"460" "lepi075" 4 "lepi" -5.44 2.55 0.148830176342341
"461" "lepi077" 2 "lepi" -5.44 2.55 0.0254135015379366
"462" "lepi078" 0.82 "lepi" -5.44 2.55 0.00261615422203967
"463" "lepi079" 0.961 "lepi" -5.44 2.55 0.00392087193102432
"464" "lepi080" 0.9 "lepi" -5.44 2.55 0.00331708360301931
"465" "lepi081" 3.6 "lepi" -5.44 2.55 0.113765189719372
"466" "lepi082" 4.6 "lepi" -5.44 2.55 0.212554590723544
"467" "lepi083" 2.2 "lepi" -5.44 2.55 0.0324052856847551
"468" "lepi084" 1.095 "lepi" -5.44 2.55 0.00546945460738039
"469" "lepi085" 0.81 "lepi" -5.44 2.55 0.00253556539867616
"470" "lepi086" 1.728 "lepi" -5.44 2.55 0.0175055012462086
"471" "lepi087" 3.9 "lepi" -5.44 2.55 0.139525236188597
"472" "lepi088" 2.49076923076923 "lepi" -5.44 2.55 0.0444721804606376
"473" "lepi089" 2.3385 "lepi" -5.44 2.55 0.0378641596632408
"474" "lepi090" 0.78 "lepi" -5.44 2.55 0.00230292214133648
"475" "lepi091" 0.44 "lepi" -5.44 2.55 0.000534862738371451
"476" "lepi092" 0.66 "lepi" -5.44 2.55 0.00150409426066746
"477" "lepi093" 1.64 "lepi" -5.44 2.55 0.0153210958995042
"478" "lepi094" 1.9525 "lepi" -5.44 2.55 0.0239026018241622
"479" "lepi095" 7.3 "lepi" -5.44 2.55 0.690098862819073
"480" "lepi096" 3.9 "lepi" -5.44 2.55 0.139525236188597
"481" "lepi097" 1.66888888888889 "lepi" -5.44 2.55 0.0160187250716615
"482" "lepi098" 2.75 "lepi" -5.44 2.55 0.0572448455180778
"483" "lepi099" 0.98 "lepi" -5.44 2.55 0.00412158737899849
"484" "lepi100" 0.98 "lepi" -5.44 2.55 0.00412158737899849
"485" "lepi101" 1.04 "lepi" -5.44 2.55 0.00479593218675513
"486" "lepi102" 1.4 "lepi" -5.44 2.55 0.0102344500191714
"487" "lepi103" 2.215 "lepi" -5.44 2.55 0.0329716765940345
"488" "lepi104" 1.54 "lepi" -5.44 2.55 0.0130501606086245
"489" "lepi105" 1.08 "lepi" -5.44 2.55 0.00528042155175789
"490" "lepi106" 3.14285714285714 "lepi" -5.44 2.55 0.0804666372930775
"491" "lepi107" 1.44 "lepi" -5.44 2.55 0.0109966998992915
"492" "lepi108" 1.04 "lepi" -5.44 2.55 0.00479593218675513
"493" "lepi109" 1.02 "lepi" -5.44 2.55 0.00456423982892669
"494" "lepi110" 2.2 "lepi" -5.44 2.55 0.0324052856847551
"495" "lepi111" 1.24 "lepi" -5.44 2.55 0.00751040428341351
"496" "lepi113" 2.65 "lepi" -5.44 2.55 0.0520852792566094
"497" "lepi114" 1.87333333333333 "lepi" -5.44 2.55 0.021508316748289
"498" "lepi115" 2.5 "lepi" -5.44 2.55 0.044893662835289
"499" "lepi116" 0.418 "lepi" -5.44 2.55 0.000469285933739982
"500" "lepi117" 1.94 "lepi" -5.44 2.55 0.0235143203070312
"501" "mant001" 3.195 "mant" -6.34 3.01 0.0582143805875421
"502" "mant002" 1.21 "mant" -6.34 3.01 0.00313153268808547
"503" "mant003" 6.81 "mant" -6.34 3.01 0.567996672635564
"504" "mant004" 1.352 "mant" -6.34 3.01 0.00437333581202054
"505" "mant005" 1.76111111111111 "mant" -6.34 3.01 0.00969150275712578
"506" "mant006" 3.43846153846154 "mant" -6.34 3.01 0.072615467702951
"507" "mant007" 1.7515 "mant" -6.34 3.01 0.00953317380794076
"508" "mant008" 6.06666666666667 "mant" -6.34 3.01 0.401100206768786
"509" "mant009" 2.075 "mant" -6.34 3.01 0.0158780611028538
"510" "mant010" 6.94 "mant" -6.34 3.01 0.601263707972937
"511" "mant011" 4.4 "mant" -6.34 3.01 0.152533607247837
"512" "mant012" 5.9 "mant" -6.34 3.01 0.368839597800609
"513" "mant013" 2.96666666666667 "mant" -6.34 3.01 0.0465695378452691
"514" "mant014" 1.45 "mant" -6.34 3.01 0.00539871835559569
"515" "orth001" 0.49 "orth" -3.17 2.61 0.00652676928747848
"516" "orth002" 0.6105 "orth" -3.17 2.61 0.0115858015837074
"517" "orth003" 0.6475 "orth" -3.17 2.61 0.0135089719293883
"518" "orth004" 0.71 "orth" -3.17 2.61 0.0171818839946614
"519" "orth005" 1.145 "orth" -3.17 2.61 0.0598093128176621
"520" "orth006" 1.162 "orth" -3.17 2.61 0.0621547732738923
"521" "orth007" 1.062 "orth" -3.17 2.61 0.0491441107549772
"522" "orth008" 3.31 "orth" -3.17 2.61 0.955075173688852
"523" "orth009" 1.12 "orth" -3.17 2.61 0.0564606055259108
"524" "orth010" 2.15 "orth" -3.17 2.61 0.309706893994785
"525" "orth011" 1.0895 "orth" -3.17 2.61 0.0525351013738414
"526" "orth012" 1.4375 "orth" -3.17 2.61 0.108303624158169
"527" "orth013" 1.28916666666667 "orth" -3.17 2.61 0.081506671647525
"528" "orth014" 0.635 "orth" -3.17 2.61 0.012838843806038
"529" "orth015" 0.961666666666667 "orth" -3.17 2.61 0.0379298042344189
"530" "orth016" 1.32666666666667 "orth" -3.17 2.61 0.0878405073794137
"531" "orth017" 3.5 "orth" -3.17 2.61 1.10485195406588
"532" "orth018" 1.14714285714286 "orth" -3.17 2.61 0.0601018971693053
"533" "orth019" 0.528 "orth" -3.17 2.61 0.00793160412895083
"534" "orth020" 0.972380952380952 "orth" -3.17 2.61 0.0390426788691904
"535" "orth021" 0.975 "orth" -3.17 2.61 0.039317739356248
"536" "orth022" 1.06666666666667 "orth" -3.17 2.61 0.0497097364902063
"537" "orth023" 1.11666666666667 "orth" -3.17 2.61 0.0560230777315203
"538" "orth024" 0.6695 "orth" -3.17 2.61 0.0147399330078851
"539" "orth025" 0.9359375 "orth" -3.17 2.61 0.0353379023819418
"540" "orth026" 2.628 "orth" -3.17 2.61 0.523008424312096
"541" "orth027" 0.597142857142857 "orth" -3.17 2.61 0.0109358036348028
"542" "orth028" 0.815 "orth" -3.17 2.61 0.024626792502716
"543" "orth029" 0.514 "orth" -3.17 2.61 0.00739435390869158
"544" "orth030" 0.346666666666667 "orth" -3.17 2.61 0.00264519098006871
"545" "orth031" 2.2575 "orth" -3.17 2.61 0.351766877177868
"546" "orth032" 4.975 "orth" -3.17 2.61 2.76640935417322
"547" "orth033" 0.801578947368421 "orth" -3.17 2.61 0.0235823098655233
"548" "orth034" 1.89333333333333 "orth" -3.17 2.61 0.222253789083125
"549" "orth035" 1.4 "orth" -3.17 2.61 0.101083591844934
"550" "orth036" 1.64 "orth" -3.17 2.61 0.152766783888762
"551" "orth037" 0.941428571428571 "orth" -3.17 2.61 0.0358815784813075
"552" "orth039" 1.47 "orth" -3.17 2.61 0.114811326859949
"553" "orth040" 5.72857142857143 "orth" -3.17 2.61 3.99749031724862
"554" "orth041" 0.583333333333333 "orth" -3.17 2.61 0.0102879613642556
"555" "orth042" 3.11105263157895 "orth" -3.17 2.61 0.812408947314457
"556" "orth043" 0.63 "orth" -3.17 2.61 0.0125766601787057
"557" "orth044" 1.2135 "orth" -3.17 2.61 0.0696033784091536
"558" "orth045" 0.395625 "orth" -3.17 2.61 0.00373419523798163
"559" "orth046" 0.868 "orth" -3.17 2.61 0.0290283917263994
"560" "orth047" 1.38 "orth" -3.17 2.61 0.0973578350428217
"561" "orth048" 3.16 "orth" -3.17 2.61 0.846193681218949
"562" "orth049" 0.624444444444444 "orth" -3.17 2.61 0.0122892485060716
"563" "orth050" 0.53 "orth" -3.17 2.61 0.00801025814117987
"564" "orth051" 2.61166666666667 "orth" -3.17 2.61 0.514566856489071
"565" "orth052" 1.7175 "orth" -3.17 2.61 0.172332424775493
"566" "orth054" 1.7225 "orth" -3.17 2.61 0.173644920670414
"567" "orth055" 1.74666666666667 "orth" -3.17 2.61 0.180075519594907
"568" "orth056" 0.96 "orth" -3.17 2.61 0.0377584719595018
"569" "orth057" 1.44666666666667 "orth" -3.17 2.61 0.110115438247633
"570" "orth058" 0.671428571428571 "orth" -3.17 2.61 0.0148510109102578
"571" "orth059" 3.7 "orth" -3.17 2.61 1.2773002353047
"572" "orth060" 3.55 "orth" -3.17 2.61 1.14652226729399
"573" "orth061" 1.86 "orth" -3.17 2.61 0.21218529202903
"574" "orth062" 1.19 "orth" -3.17 2.61 0.0661399803577896
"575" "orth063" 1.86 "orth" -3.17 2.61 0.21218529202903
"576" "orth064" 3.48333333333333 "orth" -3.17 2.61 1.09117280994965
"577" "orth065" 2.65 "orth" -3.17 2.61 0.534512939820178
"578" "orth066" 2.2525 "orth" -3.17 2.61 0.349737031455345
"579" "orth067" 1.55 "orth" -3.17 2.61 0.131841527052406
"580" "orth068" 1.98666666666667 "orth" -3.17 2.61 0.251995482602455
"581" "orth069" 2.85 "orth" -3.17 2.61 0.646296162143394
"582" "orth070" 0.846666666666667 "orth" -3.17 2.61 0.0272029509179484
"583" "orth071" 2.029 "orth" -3.17 2.61 0.266251850646415
"584" "orth072" 2.055 "orth" -3.17 2.61 0.275248752163599
"585" "orth073" 3.925 "orth" -3.17 2.61 1.49007458644563
"586" "orth074" 2.03166666666667 "orth" -3.17 2.61 0.267166130579285
"587" "orth075" 1.27 "orth" -3.17 2.61 0.0783816143654869
"588" "orth076" 0.79 "orth" -3.17 2.61 0.0227035202258318
"589" "orth077" 0.81 "orth" -3.17 2.61 0.024234406684804
"590" "orth078" 1.44 "orth" -3.17 2.61 0.108795916924109
"591" "orth079" 1.82714285714286 "orth" -3.17 2.61 0.202540896998073
"592" "orth080" 4.85 "orth" -3.17 2.61 2.58864460427057
"593" "orth081" 1.14 "orth" -3.17 2.61 0.0591300374902125
"594" "orth082" 0.84 "orth" -3.17 2.61 0.0266474360714748
"595" "orth083" 0.76 "orth" -3.17 2.61 0.0205215409333411
"596" "orth084" 2.83 "orth" -3.17 2.61 0.63452551328055
"597" "orth085" 0.54 "orth" -3.17 2.61 0.00841073995361089
"598" "orth086" 1.3 "orth" -3.17 2.61 0.0833064526736977
"599" "orth087" 0.635 "orth" -3.17 2.61 0.012838843806038
"600" "orth088" 0.51 "orth" -3.17 2.61 0.00724510446779242
"601" "orth089" 3.55 "orth" -3.17 2.61 1.14652226729399
"602" "orth090" 1.35 "orth" -3.17 2.61 0.0919300779016857
"603" "orth091" 3.6 "orth" -3.17 2.61 1.18914830007611
"604" "orth092" 2.8 "orth" -3.17 2.61 0.617119051712563
"605" "orth093" 1.6 "orth" -3.17 2.61 0.143231865084701
"606" "orth094" 1.32 "orth" -3.17 2.61 0.0866930840189324
"607" "orth095" 1.02 "orth" -3.17 2.61 0.0442316296553979
