"morph" "size" "group" "a" "b" "bio"
"395" "lepi007" 1.378 "lepi" -5.44 2.55 3.48757473825913
"396" "lepi008" 1.192 "lepi" -5.44 2.55 2.40958621363697
"397" "lepi009" 2.165 "lepi" -5.44 2.55 11.0371174790373
"398" "lepi010" 1.45578947368421 "lepi" -5.44 2.55 4.01180101801561
"399" "lepi011" 1.4065 "lepi" -5.44 2.55 3.6744669589154
"400" "lepi012" 2.365 "lepi" -5.44 2.55 13.8263465608959
"401" "lepi014" 1.61333333333333 "lepi" -5.44 2.55 5.2135613822408
"402" "lepi015" 2.65 "lepi" -5.44 2.55 18.4805544622148
"403" "lepi016" 2.3255 "lepi" -5.44 2.55 13.2450833391256
"404" "lepi017" 1.04 "lepi" -5.44 2.55 1.70166095371698
"405" "lepi019" 0.8695 "lepi" -5.44 2.55 1.07789253352087
"406" "lepi020" 1.642 "lepi" -5.44 2.55 5.45305098206934
"407" "lepi021" 1.13 "lepi" -5.44 2.55 2.10275197389702
"408" "lepi022" 1.05333333333333 "lepi" -5.44 2.55 1.7578462206574
"409" "lepi023" 0.898 "lepi" -5.44 2.55 1.17028779816752
"410" "lepi024" 0.872727272727273 "lepi" -5.44 2.55 1.08812381510523
"411" "lepi025" 0.53 "lepi" -5.44 2.55 0.305029249315741
"412" "lepi026" 4.5 "lepi" -5.44 2.55 71.3066327410157
"413" "lepi027" 1.56 "lepi" -5.44 2.55 4.7852622560335
"414" "lepi028" 2.12071428571429 "lepi" -5.44 2.55 10.4705026569922
"415" "lepi029" 1.684 "lepi" -5.44 2.55 5.81581175218318
"416" "lepi030" 0.683636363636364 "lepi" -5.44 2.55 0.583770526937539
"417" "lepi031" 1.1 "lepi" -5.44 2.55 1.96331220138449
"418" "lepi032" 0.88625 "lepi" -5.44 2.55 1.13163520891618
"419" "lepi033" 2.9 "lepi" -5.44 2.55 23.2569582415681
"420" "lepi034" 1.26666666666667 "lepi" -5.44 2.55 2.81337089512564
"421" "lepi035" 2.6 "lepi" -5.44 2.55 17.6043524885254
"422" "lepi036" 0.851 "lepi" -5.44 2.55 1.0203716805246
"423" "lepi037" 1.041 "lepi" -5.44 2.55 1.70583640522352
"424" "lepi038" 2.312 "lepi" -5.44 2.55 13.0498940074423
"425" "lepi039" 1.32571428571429 "lepi" -5.44 2.55 3.15998743517017
"426" "lepi040" 1.545 "lepi" -5.44 2.55 4.66880410471853
"427" "lepi041" 1.736 "lepi" -5.44 2.55 6.28477604744206
"428" "lepi042" 1.468 "lepi" -5.44 2.55 4.09816519087571
"429" "lepi043" 0.9575 "lepi" -5.44 2.55 1.37829415423116
"430" "lepi044" 1.558 "lepi" -5.44 2.55 4.76963366961699
"431" "lepi045" 0.786666666666667 "lepi" -5.44 2.55 0.835034514359554
"432" "lepi047" 1.00666666666667 "lepi" -5.44 2.55 1.56601718459342
"433" "lepi048" 0.31 "lepi" -5.44 2.55 0.0776980890627713
"434" "lepi049" 1.4485 "lepi" -5.44 2.55 3.9607751838805
"435" "lepi050" 2.46055555555556 "lepi" -5.44 2.55 15.2958147501197
"436" "lepi051" 1.592 "lepi" -5.44 2.55 5.03956243600513
"437" "lepi052" 0.944 "lepi" -5.44 2.55 1.32928040826959
"438" "lepi053" 1.72 "lepi" -5.44 2.55 6.13812259268669
"439" "lepi054" 1.44 "lepi" -5.44 2.55 3.90177636165214
"440" "lepi055" 1.39333333333333 "lepi" -5.44 2.55 3.58738788740418
"441" "lepi056" 1.39333333333333 "lepi" -5.44 2.55 3.58738788740418
"442" "lepi057" 1.28 "lepi" -5.44 2.55 2.88950493840391
"443" "lepi058" 0.96 "lepi" -5.44 2.55 1.38748936411749
"444" "lepi059" 2.83333333333333 "lepi" -5.44 2.55 21.9178060464033
"445" "lepi060" 2.65 "lepi" -5.44 2.55 18.4805544622148
"446" "lepi061" 1.30533333333333 "lepi" -5.44 2.55 3.03757955398246
"447" "lepi062" 0.74 "lepi" -5.44 2.55 0.714461619625633
"448" "lepi063" 1.08 "lepi" -5.44 2.55 1.87356426736123
"449" "lepi064" 2.75 "lepi" -5.44 2.55 20.3112376544216
"450" "lepi065" 1.36 "lepi" -5.44 2.55 3.37257980236233
"451" "lepi066" 0.94 "lepi" -5.44 2.55 1.31496455073934
"452" "lepi067" 1.1 "lepi" -5.44 2.55 1.96331220138449
"453" "lepi068" 0.72 "lepi" -5.44 2.55 0.66624794785869
"454" "lepi069" 0.918888888888889 "lepi" -5.44 2.55 1.24096253073716
"455" "lepi070" 1.403 "lepi" -5.44 2.55 3.651195433469
"456" "lepi071" 0.9 "lepi" -5.44 2.55 1.1769456755584
"457" "lepi072" 0.714 "lepi" -5.44 2.55 0.65218147473291
"458" "lepi073" 0.395 "lepi" -5.44 2.55 0.144132066134985
"459" "lepi074" 0.69 "lepi" -5.44 2.55 0.597727448652025
"460" "lepi075" 4 "lepi" -5.44 2.55 52.8069392882565
"461" "lepi077" 2 "lepi" -5.44 2.55 9.01705061296797
"462" "lepi078" 0.82 "lepi" -5.44 2.55 0.928246546279623
"463" "lepi079" 0.961 "lepi" -5.44 2.55 1.39117785859753
"464" "lepi080" 0.9 "lepi" -5.44 2.55 1.1769456755584
"465" "lepi081" 3.6 "lepi" -5.44 2.55 40.365412541131
"466" "lepi082" 4.6 "lepi" -5.44 2.55 75.417214731776
"467" "lepi083" 2.2 "lepi" -5.44 2.55 11.4978292428902
"468" "lepi084" 1.095 "lepi" -5.44 2.55 1.94063572650383
"469" "lepi085" 0.81 "lepi" -5.44 2.55 0.89965255272767
"470" "lepi086" 1.728 "lepi" -5.44 2.55 6.21118622739986
"471" "lepi087" 3.9 "lepi" -5.44 2.55 49.5054219356913
"472" "lepi088" 2.49076923076923 "lepi" -5.44 2.55 15.779325075846
"473" "lepi089" 2.3385 "lepi" -5.44 2.55 13.4347108205957
"474" "lepi090" 0.78 "lepi" -5.44 2.55 0.817107610108641
"475" "lepi091" 0.44 "lepi" -5.44 2.55 0.189776460976326
"476" "lepi092" 0.66 "lepi" -5.44 2.55 0.533672782354191
"477" "lepi093" 1.64 "lepi" -5.44 2.55 5.4361299628757
"478" "lepi094" 1.9525 "lepi" -5.44 2.55 8.48096316473162
"479" "lepi095" 7.3 "lepi" -5.44 2.55 244.856316423071
"480" "lepi096" 3.9 "lepi" -5.44 2.55 49.5054219356913
"481" "lepi097" 1.66888888888889 "lepi" -5.44 2.55 5.68365813387708
"482" "lepi098" 2.75 "lepi" -5.44 2.55 20.3112376544216
"483" "lepi099" 0.98 "lepi" -5.44 2.55 1.46239438696478
"484" "lepi100" 0.98 "lepi" -5.44 2.55 1.46239438696478
"485" "lepi101" 1.04 "lepi" -5.44 2.55 1.70166095371698
"486" "lepi102" 1.4 "lepi" -5.44 2.55 3.63131989824385
"487" "lepi103" 2.215 "lepi" -5.44 2.55 11.6987923210427
"488" "lepi104" 1.54 "lepi" -5.44 2.55 4.63037171558854
"489" "lepi105" 1.08 "lepi" -5.44 2.55 1.87356426736123
"490" "lepi106" 3.14285714285714 "lepi" -5.44 2.55 28.5506402981856
"491" "lepi107" 1.44 "lepi" -5.44 2.55 3.90177636165214
"492" "lepi108" 1.04 "lepi" -5.44 2.55 1.70166095371698
"493" "lepi109" 1.02 "lepi" -5.44 2.55 1.61945340297635
"494" "lepi110" 2.2 "lepi" -5.44 2.55 11.4978292428902
"495" "lepi111" 1.24 "lepi" -5.44 2.55 2.66479199831231
"496" "lepi113" 2.65 "lepi" -5.44 2.55 18.4805544622148
"497" "lepi114" 1.87333333333333 "lepi" -5.44 2.55 7.6314387621697
"498" "lepi115" 2.5 "lepi" -5.44 2.55 15.9288726656983
"499" "lepi116" 0.418 "lepi" -5.44 2.55 0.166508932669926
"500" "lepi117" 1.94 "lepi" -5.44 2.55 8.34319568366164
"501" "mant001" 3.195 "mant" -6.34 3.01 59.5703677051966
"502" "mant002" 1.21 "mant" -6.34 3.01 3.20447545481598
"503" "mant003" 6.81 "mant" -6.34 3.01 581.227014746758
"504" "mant004" 1.352 "mant" -6.34 3.01 4.47520388933108
"505" "mant005" 1.76111111111111 "mant" -6.34 3.01 9.91724685603642
"506" "mant006" 3.43846153846154 "mant" -6.34 3.01 74.3068992316191
"507" "mant007" 1.7515 "mant" -6.34 3.01 9.75522995186021
"508" "mant008" 6.06666666666667 "mant" -6.34 3.01 410.44303078886
"509" "mant009" 2.075 "mant" -6.34 3.01 16.2479086575559
"510" "mant010" 6.94 "mant" -6.34 3.01 615.268938881448
"511" "mant011" 4.4 "mant" -6.34 3.01 156.086571384016
"512" "mant012" 5.9 "mant" -6.34 3.01 377.430975705015
"513" "mant013" 2.96666666666667 "mant" -6.34 3.01 47.6542817308173
"514" "mant014" 1.45 "mant" -6.34 3.01 5.52447066057855
"515" "orth001" 0.49 "orth" -3.17 2.61 2.65887708549633
"516" "orth002" 0.6105 "orth" -3.17 2.61 4.71982706775403
"517" "orth003" 0.6475 "orth" -3.17 2.61 5.50328873744218
"518" "orth004" 0.71 "orth" -3.17 2.61 6.99956067494318
"519" "orth005" 1.145 "orth" -3.17 2.61 24.3651344709323
"520" "orth006" 1.162 "orth" -3.17 2.61 25.3206288031699
"521" "orth007" 1.062 "orth" -3.17 2.61 20.0203414917987
"522" "orth008" 3.31 "orth" -3.17 2.61 389.078789581175
"523" "orth009" 1.12 "orth" -3.17 2.61 23.000937164134
"524" "orth010" 2.15 "orth" -3.17 2.61 126.168480513444
"525" "orth011" 1.0895 "orth" -3.17 2.61 21.4017641921427
"526" "orth012" 1.4375 "orth" -3.17 2.61 44.1207604967473
"527" "orth013" 1.28916666666667 "orth" -3.17 2.61 33.2042105386573
"528" "orth014" 0.635 "orth" -3.17 2.61 5.23029175638737
"529" "orth015" 0.961666666666667 "orth" -3.17 2.61 15.4518541860732
"530" "orth016" 1.32666666666667 "orth" -3.17 2.61 35.7844902986798
"531" "orth017" 3.5 "orth" -3.17 2.61 450.094895979775
"532" "orth018" 1.14714285714286 "orth" -3.17 2.61 24.4843275653858
"533" "orth019" 0.528 "orth" -3.17 2.61 3.23117909348423
"534" "orth020" 0.972380952380952 "orth" -3.17 2.61 15.9052173639475
"535" "orth021" 0.975 "orth" -3.17 2.61 16.017271581578
"536" "orth022" 1.06666666666667 "orth" -3.17 2.61 20.2507662609495
"537" "orth023" 1.11666666666667 "orth" -3.17 2.61 22.8226969697082
"538" "orth024" 0.6695 "orth" -3.17 2.61 6.00475800356624
"539" "orth025" 0.9359375 "orth" -3.17 2.61 14.3959644893701
"540" "orth026" 2.628 "orth" -3.17 2.61 213.063317190153
"541" "orth027" 0.597142857142857 "orth" -3.17 2.61 4.45503072275719
"542" "orth028" 0.815 "orth" -3.17 2.61 10.0324695711807
"543" "orth029" 0.514 "orth" -3.17 2.61 3.0123139495047
"544" "orth030" 0.346666666666667 "orth" -3.17 2.61 1.07759863630533
"545" "orth031" 2.2575 "orth" -3.17 2.61 143.302888147005
"546" "orth032" 4.975 "orth" -3.17 2.61 1126.98061122298
"547" "orth033" 0.801578947368421 "orth" -3.17 2.61 9.60696794427957
"548" "orth034" 1.89333333333333 "orth" -3.17 2.61 90.5418103397003
"549" "orth035" 1.4 "orth" -3.17 2.61 41.1794617272267
"550" "orth036" 1.64 "orth" -3.17 2.61 62.2341748598447
"551" "orth037" 0.941428571428571 "orth" -3.17 2.61 14.6174474097651
"552" "orth039" 1.47 "orth" -3.17 2.61 46.7718702312646
"553" "orth040" 5.72857142857143 "orth" -3.17 2.61 1628.49871595999
"554" "orth041" 0.583333333333333 "orth" -3.17 2.61 4.19111255860843
"555" "orth042" 3.11105263157895 "orth" -3.17 2.61 330.95938264751
"556" "orth043" 0.63 "orth" -3.17 2.61 5.12348331744905
"557" "orth044" 1.2135 "orth" -3.17 2.61 28.3550436324258
"558" "orth045" 0.395625 "orth" -3.17 2.61 1.52123749342375
"559" "orth046" 0.868 "orth" -3.17 2.61 11.8255942857072
"560" "orth047" 1.38 "orth" -3.17 2.61 39.6616618861517
"561" "orth048" 3.16 "orth" -3.17 2.61 344.72261693106
"562" "orth049" 0.624444444444444 "orth" -3.17 2.61 5.0063974704072
"563" "orth050" 0.53 "orth" -3.17 2.61 3.26322118683651
"564" "orth051" 2.61166666666667 "orth" -3.17 2.61 209.624388945307
"565" "orth052" 1.7175 "orth" -3.17 2.61 70.2048310796966
"566" "orth054" 1.7225 "orth" -3.17 2.61 70.7395160219863
"567" "orth055" 1.74666666666667 "orth" -3.17 2.61 73.3592151982932
"568" "orth056" 0.96 "orth" -3.17 2.61 15.3820567963206
"569" "orth057" 1.44666666666667 "orth" -3.17 2.61 44.8588578238422
"570" "orth058" 0.671428571428571 "orth" -3.17 2.61 6.05000895029274
"571" "orth059" 3.7 "orth" -3.17 2.61 520.346924697688
"572" "orth060" 3.55 "orth" -3.17 2.61 467.070559758828
"573" "orth061" 1.86 "orth" -3.17 2.61 86.4401032127332
"574" "orth062" 1.19 "orth" -3.17 2.61 26.9441235721149
"575" "orth063" 1.86 "orth" -3.17 2.61 86.4401032127332
"576" "orth064" 3.48333333333333 "orth" -3.17 2.61 444.522282449581
"577" "orth065" 2.65 "orth" -3.17 2.61 217.750029913837
"578" "orth066" 2.2525 "orth" -3.17 2.61 142.475969032664
"579" "orth067" 1.55 "orth" -3.17 2.61 53.7096379167275
"580" "orth068" 1.98666666666667 "orth" -3.17 2.61 102.65798970797
"581" "orth069" 2.85 "orth" -3.17 2.61 263.288310077708
"582" "orth070" 0.846666666666667 "orth" -3.17 2.61 11.0819457020455
"583" "orth071" 2.029 "orth" -3.17 2.61 108.465752882196
"584" "orth072" 2.055 "orth" -3.17 2.61 112.130913121642
"585" "orth073" 3.925 "orth" -3.17 2.61 607.02699897507
"586" "orth074" 2.03166666666667 "orth" -3.17 2.61 108.838212495239
"587" "orth075" 1.27 "orth" -3.17 2.61 31.9311238349469
"588" "orth076" 0.79 "orth" -3.17 2.61 9.24896637673064
"589" "orth077" 0.81 "orth" -3.17 2.61 9.87261932767328
"590" "orth078" 1.44 "orth" -3.17 2.61 44.3213108604966
"591" "orth079" 1.82714285714286 "orth" -3.17 2.61 82.511166885769
"592" "orth080" 4.85 "orth" -3.17 2.61 1054.56275802386
"593" "orth081" 1.14 "orth" -3.17 2.61 24.0884110993303
"594" "orth082" 0.84 "orth" -3.17 2.61 10.8556399095647
"595" "orth083" 0.76 "orth" -3.17 2.61 8.36007104639297
"596" "orth084" 2.83 "orth" -3.17 2.61 258.493179874028
"597" "orth085" 0.54 "orth" -3.17 2.61 3.42636957884016
"598" "orth086" 1.3 "orth" -3.17 2.61 33.9374058330861
"599" "orth087" 0.635 "orth" -3.17 2.61 5.23029175638737
"600" "orth088" 0.51 "orth" -3.17 2.61 2.95151267080909
"601" "orth089" 3.55 "orth" -3.17 2.61 467.070559758828
"602" "orth090" 1.35 "orth" -3.17 2.61 37.4505006741424
"603" "orth091" 3.6 "orth" -3.17 2.61 484.435564835295
"604" "orth092" 2.8 "orth" -3.17 2.61 251.402130724875
"605" "orth093" 1.6 "orth" -3.17 2.61 58.3498369886066
"606" "orth094" 1.32 "orth" -3.17 2.61 35.317052651328
"607" "orth095" 1.02 "orth" -3.17 2.61 18.0190935767446
